"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Nitrogen Oxides","CAP","119.1458137217","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Fairfax","059","Nitrogen Oxides","CAP","118.2646862","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","King and Queen","097","Nitrogen Oxides","CAP","117.753712","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax city","600","Nitrogen Oxides","CAP","117.113359","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Warren","187","Nitrogen Oxides","CAP","117.0939849201","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Loudoun","107","Nitrogen Oxides","CAP","117.0622855","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","King William","101","Nitrogen Oxides","CAP","116.784465","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","116.5251","TON"
"Biogenics - Vegetation and Soil","VA","51","Frederick","069","Nitrogen Oxides","CAP","116.473","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","116.338","TON"
"Biogenics - Vegetation and Soil","VA","51","Botetourt","023","Nitrogen Oxides","CAP","114.452","TON"
"Mobile - Locomotives","VA","51","Washington","191","Nitrogen Oxides","CAP","114.301546","TON"
"Fuel Comb - Electric Generation - Other","VA","51","Prince William","153","Nitrogen Oxides","CAP","113.9","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rappahannock","157","Nitrogen Oxides","CAP","112.695034","TON"
"Biogenics - Vegetation and Soil","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","112.511","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","112.3475439885","TON"
"Biogenics - Vegetation and Soil","VA","51","Buckingham","029","Nitrogen Oxides","CAP","111.92","TON"
"Mobile - Locomotives","VA","51","Appomattox","011","Nitrogen Oxides","CAP","110.861843868","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Appomattox","011","Nitrogen Oxides","CAP","110.562715","TON"
"Mobile - Locomotives","VA","51","Salem city","775","Nitrogen Oxides","CAP","109.2673005","TON"
"Mobile - Locomotives","VA","51","New Kent","127","Nitrogen Oxides","CAP","109.24557","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Cumberland","049","Nitrogen Oxides","CAP","109.127806","TON"
"Mobile - Locomotives","VA","51","Buchanan","027","Nitrogen Oxides","CAP","108.882198586","TON"
"Fires - Wildfires","VA","51","Warren","187","Nitrogen Oxides","CAP","108.390778","TON"
"Biogenics - Vegetation and Soil","VA","51","Page","139","Nitrogen Oxides","CAP","107.827","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","107.714","TON"
"Biogenics - Vegetation and Soil","VA","51","Floyd","063","Nitrogen Oxides","CAP","107.505","TON"
"Biogenics - Vegetation and Soil","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","107.395","TON"
"Biogenics - Vegetation and Soil","VA","51","Lee","105","Nitrogen Oxides","CAP","107.31","TON"
"Biogenics - Vegetation and Soil","VA","51","Pulaski","155","Nitrogen Oxides","CAP","106.849","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Fairfax","059","Nitrogen Oxides","CAP","106.517","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","106.39697415","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Richmond city","760","Nitrogen Oxides","CAP","106.36712613","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Patrick","141","Nitrogen Oxides","CAP","106.2745305281","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Louisa","109","Nitrogen Oxides","CAP","105.81","TON"
"Biogenics - Vegetation and Soil","VA","51","Lunenburg","111","Nitrogen Oxides","CAP","105.557","TON"
"Biogenics - Vegetation and Soil","VA","51","Louisa","109","Nitrogen Oxides","CAP","105.301","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Smyth","173","Nitrogen Oxides","CAP","104.9883153243","TON"
"Mobile - Locomotives","VA","51","Rockingham","165","Nitrogen Oxides","CAP","104.8683901","TON"
"Biogenics - Vegetation and Soil","VA","51","Patrick","141","Nitrogen Oxides","CAP","104.765","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Gloucester","073","Nitrogen Oxides","CAP","104.58906","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Pulaski","155","Nitrogen Oxides","CAP","104.483704701","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Richmond city","760","Nitrogen Oxides","CAP","103.893294438","TON"
"Mobile - Locomotives","VA","51","Franklin","067","Nitrogen Oxides","CAP","102.55753","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Arlington","013","Nitrogen Oxides","CAP","102.431","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Rockbridge","163","Nitrogen Oxides","CAP","102.1879675733","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","101.69392534","TON"
"Biogenics - Vegetation and Soil","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","101.251","TON"
"Biogenics - Vegetation and Soil","VA","51","Hanover","085","Nitrogen Oxides","CAP","101.187","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Patrick","141","Nitrogen Oxides","CAP","100.893438","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Buchanan","027","Nitrogen Oxides","CAP","100.582308253","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","100.3603169","TON"
"Biogenics - Vegetation and Soil","VA","51","Nelson","125","Nitrogen Oxides","CAP","99.852","TON"
"Biogenics - Vegetation and Soil","VA","51","Sussex","183","Nitrogen Oxides","CAP","99.4504","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Loudoun","107","Nitrogen Oxides","CAP","99.24945223","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","99.039692","TON"
"Mobile - Locomotives","VA","51","Clarke","043","Nitrogen Oxides","CAP","98.99513","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Norton city","720","Nitrogen Oxides","CAP","98.9168729","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Fairfax","059","Nitrogen Oxides","CAP","98.7401","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Tazewell","185","Nitrogen Oxides","CAP","98.4925247913","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Montgomery","121","Nitrogen Oxides","CAP","98.48591","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Dickenson","051","Nitrogen Oxides","CAP","98.3927934","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Richmond city","760","Nitrogen Oxides","CAP","98.3395","TON"
"Biogenics - Vegetation and Soil","VA","51","Amherst","009","Nitrogen Oxides","CAP","98.2236","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Mathews","115","Nitrogen Oxides","CAP","98.094686","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Scott","169","Nitrogen Oxides","CAP","97.9438880913","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Williamsburg city","830","Nitrogen Oxides","CAP","97.936569","TON"
"Biogenics - Vegetation and Soil","VA","51","Grayson","077","Nitrogen Oxides","CAP","97.138","TON"
"Mobile - Locomotives","VA","51","Smyth","173","Nitrogen Oxides","CAP","97.07686","TON"
"Fires - Wildfires","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","96.525971","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Buchanan","027","Nitrogen Oxides","CAP","96.467089","TON"
"Biogenics - Vegetation and Soil","VA","51","Appomattox","011","Nitrogen Oxides","CAP","95.7837","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Powhatan","145","Nitrogen Oxides","CAP","95.437798","TON"
"Biogenics - Vegetation and Soil","VA","51","Clarke","043","Nitrogen Oxides","CAP","95.304","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Hampton city","650","Nitrogen Oxides","CAP","94.9448","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Westmoreland","193","Nitrogen Oxides","CAP","94.8881545553","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Essex","057","Nitrogen Oxides","CAP","94.488431","TON"
"Industrial Processes - Ferrous Metals","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","94.466","TON"
"Biogenics - Vegetation and Soil","VA","51","Henry","089","Nitrogen Oxides","CAP","94.2406","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Lee","105","Nitrogen Oxides","CAP","93.542952","TON"
"Biogenics - Vegetation and Soil","VA","51","Amelia","007","Nitrogen Oxides","CAP","93.0255","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Radford city","750","Nitrogen Oxides","CAP","92.248077","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Prince William","153","Nitrogen Oxides","CAP","92.221","TON"
"Fires - Wildfires","VA","51","Lee","105","Nitrogen Oxides","CAP","92.10073","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince Edward","147","Nitrogen Oxides","CAP","91.7222","TON"
"Biogenics - Vegetation and Soil","VA","51","Montgomery","121","Nitrogen Oxides","CAP","91.701","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Prince Edward","147","Nitrogen Oxides","CAP","91.5031834693","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Nitrogen Oxides","CAP","91.422211","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Prince William","153","Nitrogen Oxides","CAP","91.0447","TON"
"Biogenics - Vegetation and Soil","VA","51","Nottoway","135","Nitrogen Oxides","CAP","90.3663","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Martinsville city","690","Nitrogen Oxides","CAP","90.2444066","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Gloucester","073","Nitrogen Oxides","CAP","89.71945188039","TON"
"Biogenics - Vegetation and Soil","VA","51","Rappahannock","157","Nitrogen Oxides","CAP","89.6659","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Sussex","183","Nitrogen Oxides","CAP","89.56080671","TON"
"Biogenics - Vegetation and Soil","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","89.4276","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","89.13866171","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","King and Queen","097","Nitrogen Oxides","CAP","89.098445","TON"
"Mobile - Locomotives","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","88.390332","TON"
"Biogenics - Vegetation and Soil","VA","51","Northampton","131","Nitrogen Oxides","CAP","88.0533","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","88.016944295","TON"
"Biogenics - Vegetation and Soil","VA","51","Buchanan","027","Nitrogen Oxides","CAP","87.836","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Henrico","087","Nitrogen Oxides","CAP","87.770418","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","87.3943","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Hampton city","650","Nitrogen Oxides","CAP","87.205944075","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","New Kent","127","Nitrogen Oxides","CAP","87.040116858","TON"
"Mobile - Locomotives","VA","51","Henry","089","Nitrogen Oxides","CAP","86.94475","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Henrico","087","Nitrogen Oxides","CAP","86.8575979465","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","86.6124","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Newport News city","700","Nitrogen Oxides","CAP","86.3183","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Greensville","081","Nitrogen Oxides","CAP","86.1942","TON"
"Industrial Processes - Mining","VA","51","Dickenson","051","Nitrogen Oxides","CAP","86.1587","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Clarke","043","Nitrogen Oxides","CAP","85.848393545","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","85.841214931","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Surry","181","Nitrogen Oxides","CAP","85.555016","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","King William","101","Nitrogen Oxides","CAP","85.5476177623","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Richmond","159","Nitrogen Oxides","CAP","84.7975060563","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Essex","057","Nitrogen Oxides","CAP","84.7786547253","TON"
"Biogenics - Vegetation and Soil","VA","51","Caroline","033","Nitrogen Oxides","CAP","83.9966","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Middlesex","119","Nitrogen Oxides","CAP","83.3460022533","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Lancaster","103","Nitrogen Oxides","CAP","83.342896348","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Lee","105","Nitrogen Oxides","CAP","82.468883315","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Radford city","750","Nitrogen Oxides","CAP","81.8026306","TON"
"Mobile - Locomotives","VA","51","Culpeper","047","Nitrogen Oxides","CAP","81.70375","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Covington city","580","Nitrogen Oxides","CAP","81.29876","TON"
"Biogenics - Vegetation and Soil","VA","51","Greensville","081","Nitrogen Oxides","CAP","80.4501","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","80.306913207","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hampton city","650","Nitrogen Oxides","CAP","80.1613076751","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Newport News city","700","Nitrogen Oxides","CAP","80.1073","TON"
"Biogenics - Vegetation and Soil","VA","51","Giles","071","Nitrogen Oxides","CAP","79.7751","TON"
"Biogenics - Vegetation and Soil","VA","51","Wise","195","Nitrogen Oxides","CAP","79.6623","TON"
"Biogenics - Vegetation and Soil","VA","51","Bland","021","Nitrogen Oxides","CAP","79.4786","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Page","139","Nitrogen Oxides","CAP","79.131628855","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Prince William","153","Nitrogen Oxides","CAP","77.755459","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Floyd","063","Nitrogen Oxides","CAP","77.6733720103","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mathews","115","Nitrogen Oxides","CAP","77.374222811668","TON"
"Biogenics - Vegetation and Soil","VA","51","Staunton city","790","Nitrogen Oxides","CAP","77.3095","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Surry","181","Nitrogen Oxides","CAP","77.2865135353","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","77.2509891473","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince William","153","Nitrogen Oxides","CAP","77.2199","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Newport News city","700","Nitrogen Oxides","CAP","77.1502667944","TON"
"Biogenics - Vegetation and Soil","VA","51","Cumberland","049","Nitrogen Oxides","CAP","76.9357","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Nelson","125","Nitrogen Oxides","CAP","76.720513612","TON"
"Biogenics - Vegetation and Soil","VA","51","Greene","079","Nitrogen Oxides","CAP","76.6802","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Madison","113","Nitrogen Oxides","CAP","76.2904428335","TON"
"Biogenics - Vegetation and Soil","VA","51","Warren","187","Nitrogen Oxides","CAP","76.087","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Lexington city","678","Nitrogen Oxides","CAP","75.9438963","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Poquoson city","735","Nitrogen Oxides","CAP","75.383316","TON"
"Biogenics - Vegetation and Soil","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","74.952","TON"
"Biogenics - Vegetation and Soil","VA","51","Highland","091","Nitrogen Oxides","CAP","74.7287","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Mathews","115","Nitrogen Oxides","CAP","74.6993539068","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northumberland","133","Nitrogen Oxides","CAP","74.66151257868","TON"
"Biogenics - Vegetation and Soil","VA","51","Craig","045","Nitrogen Oxides","CAP","74.3393","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Amelia","007","Nitrogen Oxides","CAP","74.224859506","TON"
"Biogenics - Vegetation and Soil","VA","51","Dickenson","051","Nitrogen Oxides","CAP","74.2038","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","73.497","TON"
"Biogenics - Vegetation and Soil","VA","51","Surry","181","Nitrogen Oxides","CAP","73.4384","TON"
"Mobile - Locomotives","VA","51","Orange","137","Nitrogen Oxides","CAP","73.1611185","TON"
"Biogenics - Vegetation and Soil","VA","51","King William","101","Nitrogen Oxides","CAP","73.1486","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Prince George","149","Nitrogen Oxides","CAP","72.9971242","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Fairfax","059","Nitrogen Oxides","CAP","72.8873","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Arlington","013","Nitrogen Oxides","CAP","72.75457608734","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","Nitrogen Oxides","CAP","72.5673735865","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","72.5141","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Nottoway","135","Nitrogen Oxides","CAP","72.4310469413","TON"
"Biogenics - Vegetation and Soil","VA","51","Bath","017","Nitrogen Oxides","CAP","72.3199","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Waynesboro city","820","Nitrogen Oxides","CAP","71.912616","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Manassas city","683","Nitrogen Oxides","CAP","71.293953","TON"
"Biogenics - Vegetation and Soil","VA","51","Powhatan","145","Nitrogen Oxides","CAP","70.3448","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Russell","167","Nitrogen Oxides","CAP","70.2787243953","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","69.5321","TON"
"Biogenics - Vegetation and Soil","VA","51","Goochland","075","Nitrogen Oxides","CAP","69.5197","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Buckingham","029","Nitrogen Oxides","CAP","68.605726514","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Emporia city","595","Nitrogen Oxides","CAP","68.579782","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Richmond city","760","Nitrogen Oxides","CAP","68.41883","TON"
"Biogenics - Vegetation and Soil","VA","51","Westmoreland","193","Nitrogen Oxides","CAP","68.204","TON"
"Fires - Prescribed Fires","VA","51","Pittsylvania","143","Nitrogen Oxides","CAP","68.16728","TON"
"Biogenics - Vegetation and Soil","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","68.1374","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Caroline","033","Nitrogen Oxides","CAP","67.9","TON"
"Biogenics - Vegetation and Soil","VA","51","Essex","057","Nitrogen Oxides","CAP","67.2295","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","66.95678","TON"
"Biogenics - Vegetation and Soil","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","66.7802","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bath","017","Nitrogen Oxides","CAP","66.308275","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Montgomery","121","Nitrogen Oxides","CAP","65.838853","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Hampton city","650","Nitrogen Oxides","CAP","65.5025","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Gloucester","073","Nitrogen Oxides","CAP","65.445768","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Stafford","179","Nitrogen Oxides","CAP","65.3222","TON"
"Mobile - Commercial Marine Vessels","VA","51","Surry","181","Nitrogen Oxides","CAP","65.1667602","TON"
"Industrial Processes - Cement Manuf","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","64.9467","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","King William","101","Nitrogen Oxides","CAP","64.9381725","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Grayson","077","Nitrogen Oxides","CAP","64.8324568033","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Charlotte","037","Nitrogen Oxides","CAP","64.7809740173","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","King and Queen","097","Nitrogen Oxides","CAP","64.243309711","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Brunswick","025","Nitrogen Oxides","CAP","64.120686559","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Surry","181","Nitrogen Oxides","CAP","64.1","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Lancaster","103","Nitrogen Oxides","CAP","63.87432034938","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Greensville","081","Nitrogen Oxides","CAP","63.4988770393","TON"
"Fuel Comb - Residential - Oil","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","63.22418","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Hanover","085","Nitrogen Oxides","CAP","62.8495","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Galax city","640","Nitrogen Oxides","CAP","62.636395","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Northumberland","133","Nitrogen Oxides","CAP","61.90196732","TON"
"Biogenics - Vegetation and Soil","VA","51","Alleghany","005","Nitrogen Oxides","CAP","61.4912","TON"
"Biogenics - Vegetation and Soil","VA","51","King and Queen","097","Nitrogen Oxides","CAP","61.0283","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","60.9276","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Fauquier","061","Nitrogen Oxides","CAP","60.9","TON"
"Waste Disposal","VA","51","Fauquier","061","Nitrogen Oxides","CAP","60.852015","TON"
"Waste Disposal","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","60.6416","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke","161","Nitrogen Oxides","CAP","60.5525","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond","159","Nitrogen Oxides","CAP","60.3275","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","60.177398866","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Hampton city","650","Nitrogen Oxides","CAP","59.8696","TON"
"Mobile - Commercial Marine Vessels","VA","51","Albemarle","003","Nitrogen Oxides","CAP","59.8212","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Nitrogen Oxides","CAP","59.5854","TON"
"Biogenics - Vegetation and Soil","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","59.5386","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","59.1249","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Page","139","Nitrogen Oxides","CAP","58.974082","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Appomattox","011","Nitrogen Oxides","CAP","58.7319244851","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Henrico","087","Nitrogen Oxides","CAP","58.7091","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","58.6505637773","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Charles city","036","Nitrogen Oxides","CAP","58.6132510923","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","58.3854","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Dickenson","051","Nitrogen Oxides","CAP","58.2634847607","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Lunenburg","111","Nitrogen Oxides","CAP","58.2270667","TON"
"Fuel Comb - Residential - Oil","VA","51","Prince William","153","Nitrogen Oxides","CAP","58.16407","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Westmoreland","193","Nitrogen Oxides","CAP","57.973874","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Patrick","141","Nitrogen Oxides","CAP","57.8287","TON"
"Waste Disposal","VA","51","Hanover","085","Nitrogen Oxides","CAP","57.68126","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Lunenburg","111","Nitrogen Oxides","CAP","57.5166400423","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Albemarle","003","Nitrogen Oxides","CAP","57.3037240855","TON"
"Fires - Wildfires","VA","51","Louisa","109","Nitrogen Oxides","CAP","56.947991","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford city","515","Nitrogen Oxides","CAP","56.94566","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","56.86428","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Craig","045","Nitrogen Oxides","CAP","56.6264459","TON"
"Biogenics - Vegetation and Soil","VA","51","Danville city","590","Nitrogen Oxides","CAP","56.6197","TON"
"Fuel Comb - Residential - Other","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","56.29769","TON"
"Biogenics - Vegetation and Soil","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","55.9885","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Richmond city","760","Nitrogen Oxides","CAP","55.7948","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Falls Church city","610","Nitrogen Oxides","CAP","55.7540027","TON"
"Biogenics - Vegetation and Soil","VA","51","Northumberland","133","Nitrogen Oxides","CAP","54.8204","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","54.58057","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","54.3587640988","TON"
