"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","King William","101","Sulfur Dioxide","CAP","323.08885995","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Montgomery","121","Sulfur Dioxide","CAP","280.84975","TON"
"Mobile - Commercial Marine Vessels","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","280.207169175","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Prince William","153","Sulfur Dioxide","CAP","273.260568","TON"
"Waste Disposal","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","272.4652","TON"
"Industrial Processes - NEC","VA","51","James city","095","Sulfur Dioxide","CAP","270.608605","TON"
"Mobile - Commercial Marine Vessels","VA","51","Newport News city","700","Sulfur Dioxide","CAP","254.852483","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","King George","099","Sulfur Dioxide","CAP","226.1","TON"
"Mobile - Aircraft","VA","51","Loudoun","107","Sulfur Dioxide","CAP","185.7782199308","TON"
"Waste Disposal","VA","51","Newport News city","700","Sulfur Dioxide","CAP","185.4258425","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Mecklenburg","117","Sulfur Dioxide","CAP","180.2","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Greensville","081","Sulfur Dioxide","CAP","175.4295","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","172.65","TON"
"Industrial Processes - NEC","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","158.268","TON"
"Industrial Processes - Chemical Manuf","VA","51","Hopewell city","670","Sulfur Dioxide","CAP","154.83","TON"
"Waste Disposal","VA","51","James city","095","Sulfur Dioxide","CAP","153.007171","TON"
"Mobile - Aircraft","VA","51","Arlington","013","Sulfur Dioxide","CAP","151.60751952","TON"
"Fuel Comb - Residential - Oil","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","149.93452","TON"
"Fires - Wildfires","VA","51","Rockingham","165","Sulfur Dioxide","CAP","138.524023","TON"
"Fuel Comb - Residential - Oil","VA","51","Prince William","153","Sulfur Dioxide","CAP","137.93505","TON"
"Waste Disposal","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","137.499435","TON"
"Mobile - Commercial Marine Vessels","VA","51","York","199","Sulfur Dioxide","CAP","134.6559412341","TON"
"Waste Disposal","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","132.8922","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Northumberland","133","Sulfur Dioxide","CAP","127.7380731","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Fairfax","059","Sulfur Dioxide","CAP","120.027","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","118.0090812","TON"
"Mobile - Commercial Marine Vessels","VA","51","Poquoson city","735","Sulfur Dioxide","CAP","114.106","TON"
"Fuel Comb - Residential - Oil","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","108.6133","TON"
"Fuel Comb - Residential - Oil","VA","51","Henrico","087","Sulfur Dioxide","CAP","105.58943","TON"
"Mobile - Commercial Marine Vessels","VA","51","Charles city","036","Sulfur Dioxide","CAP","103.199153029","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Southampton","175","Sulfur Dioxide","CAP","102.8274548","TON"
"Fuel Comb - Residential - Oil","VA","51","Loudoun","107","Sulfur Dioxide","CAP","100.49115","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Sulfur Dioxide","CAP","95.110077","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Fairfax","059","Sulfur Dioxide","CAP","94.70741315","TON"
"Mobile - Commercial Marine Vessels","VA","51","Hampton city","650","Sulfur Dioxide","CAP","92.459931642","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Fairfax","059","Sulfur Dioxide","CAP","90.283","TON"
"Fuel Comb - Residential - Oil","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","82.90589","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Rockbridge","163","Sulfur Dioxide","CAP","81.89","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Richmond city","760","Sulfur Dioxide","CAP","81.8018","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Fairfax","059","Sulfur Dioxide","CAP","81.0307425","TON"
"Industrial Processes - NEC","VA","51","Botetourt","023","Sulfur Dioxide","CAP","79.0297","TON"
"Fuel Comb - Residential - Oil","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","76.75994","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax","059","Sulfur Dioxide","CAP","75.755859","TON"
"Fires - Wildfires","VA","51","Caroline","033","Sulfur Dioxide","CAP","75.540408","TON"
"Waste Disposal","VA","51","Fairfax","059","Sulfur Dioxide","CAP","75.1706","TON"
"Fuel Comb - Residential - Oil","VA","51","Arlington","013","Sulfur Dioxide","CAP","72.99488","TON"
"Mobile - Commercial Marine Vessels","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","70.737088892","TON"
"Fuel Comb - Residential - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","70.07948","TON"
"Fires - Wildfires","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","66.292323","TON"
"Fires - Wildfires","VA","51","Warren","187","Sulfur Dioxide","CAP","66.096683","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","64.199204868","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Frederick","069","Sulfur Dioxide","CAP","63.313887","TON"
"Fuel Comb - Residential - Oil","VA","51","Newport News city","700","Sulfur Dioxide","CAP","61.51274","TON"
"Industrial Processes - NEC","VA","51","Smyth","173","Sulfur Dioxide","CAP","59.26","TON"
"Mobile - Commercial Marine Vessels","VA","51","James city","095","Sulfur Dioxide","CAP","58.150370256","TON"
"Industrial Processes - NEC","VA","51","Goochland","075","Sulfur Dioxide","CAP","58.01155","TON"
"Industrial Processes - Ferrous Metals","VA","51","Roanoke city","770","Sulfur Dioxide","CAP","56.03","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","55.853691","TON"
"Fuel Comb - Residential - Oil","VA","51","Alexandria city","510","Sulfur Dioxide","CAP","49.55054","TON"
"Fires - Wildfires","VA","51","Lee","105","Sulfur Dioxide","CAP","49.454155","TON"
"Industrial Processes - Chemical Manuf","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","48.3712","TON"
"Fires - Wildfires","VA","51","Suffolk city","800","Sulfur Dioxide","CAP","46.987915","TON"
"Fuel Comb - Residential - Oil","VA","51","Hampton city","650","Sulfur Dioxide","CAP","46.67882","TON"
"Fuel Comb - Residential - Oil","VA","51","Stafford","179","Sulfur Dioxide","CAP","46.55042","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","46.30856","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Henrico","087","Sulfur Dioxide","CAP","45.679418","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","45.446961","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Mecklenburg","117","Sulfur Dioxide","CAP","44.8249579","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Danville city","590","Sulfur Dioxide","CAP","43.270408","TON"
"Fuel Comb - Residential - Oil","VA","51","Spotsylvania","177","Sulfur Dioxide","CAP","42.13406","TON"
"Mobile - Commercial Marine Vessels","VA","51","Isle of Wight","093","Sulfur Dioxide","CAP","41.8857566","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Rockingham","165","Sulfur Dioxide","CAP","40.8355965","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Sulfur Dioxide","CAP","40.181677","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","37.6749724","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Bath","017","Sulfur Dioxide","CAP","37.10607601","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Henrico","087","Sulfur Dioxide","CAP","36.2258","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","35.8756","TON"
"Fuel Comb - Residential - Oil","VA","51","Albemarle","003","Sulfur Dioxide","CAP","34.2449","TON"
"Fuel Comb - Residential - Oil","VA","51","Hanover","085","Sulfur Dioxide","CAP","34.21915","TON"
"Mobile - Aircraft","VA","51","Henrico","087","Sulfur Dioxide","CAP","33.861327051","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Loudoun","107","Sulfur Dioxide","CAP","33.631677","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Montgomery","121","Sulfur Dioxide","CAP","33.161726","TON"
"Fuel Comb - Residential - Oil","VA","51","Roanoke city","770","Sulfur Dioxide","CAP","33.03049","TON"
"Fuel Comb - Residential - Oil","VA","51","Portsmouth city","740","Sulfur Dioxide","CAP","32.74573","TON"
"Industrial Processes - Ferrous Metals","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","32.533","TON"
"Mobile - Aircraft","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","32.4046964977","TON"
"Waste Disposal","VA","51","Prince William","153","Sulfur Dioxide","CAP","32.3441","TON"
"Fuel Comb - Residential - Oil","VA","51","Montgomery","121","Sulfur Dioxide","CAP","32.27959","TON"
"Mobile - Aircraft","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","31.916730073","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","31.809875","TON"
"Fuel Comb - Residential - Oil","VA","51","Roanoke","161","Sulfur Dioxide","CAP","31.49493","TON"
"Mobile - Commercial Marine Vessels","VA","51","Prince George","149","Sulfur Dioxide","CAP","31.14746744","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Prince Edward","147","Sulfur Dioxide","CAP","30.9312079","TON"
"Fires - Prescribed Fires","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","30.246051","TON"
"Mobile - Commercial Marine Vessels","VA","51","Surry","181","Sulfur Dioxide","CAP","30.098987661","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Buchanan","027","Sulfur Dioxide","CAP","29.73441","TON"
"Fuel Comb - Residential - Oil","VA","51","Suffolk city","800","Sulfur Dioxide","CAP","29.11804","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","28.99337","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Arlington","013","Sulfur Dioxide","CAP","28.6367","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Henrico","087","Sulfur Dioxide","CAP","28.5605812","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Southampton","175","Sulfur Dioxide","CAP","28.1","TON"
"Industrial Processes - NEC","VA","51","Covington city","580","Sulfur Dioxide","CAP","28.0578","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Augusta","015","Sulfur Dioxide","CAP","27.183815","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Bland","021","Sulfur Dioxide","CAP","26.997634","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Isle of Wight","093","Sulfur Dioxide","CAP","26.98495","TON"
"Fuel Comb - Residential - Oil","VA","51","Frederick","069","Sulfur Dioxide","CAP","26.89709","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Sulfur Dioxide","CAP","26.674925","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","26.5225","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","26.5016","TON"
"Waste Disposal","VA","51","Henrico","087","Sulfur Dioxide","CAP","26.285507","TON"
"Fuel Comb - Residential - Oil","VA","51","Rockingham","165","Sulfur Dioxide","CAP","26.26542","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Augusta","015","Sulfur Dioxide","CAP","26.08686","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince William","153","Sulfur Dioxide","CAP","26.0501383","TON"
"Fuel Comb - Residential - Oil","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","25.97696","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henrico","087","Sulfur Dioxide","CAP","25.5522347","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","25.4672836","TON"
"Fuel Comb - Residential - Other","VA","51","Fairfax","059","Sulfur Dioxide","CAP","25.435774","TON"
"Fires - Wildfires","VA","51","Louisa","109","Sulfur Dioxide","CAP","25.265338","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Bedford","019","Sulfur Dioxide","CAP","25.26","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Loudoun","107","Sulfur Dioxide","CAP","25.1823","TON"
"Fuel Comb - Residential - Oil","VA","51","Augusta","015","Sulfur Dioxide","CAP","25.07444","TON"
"Mobile - Aircraft","VA","51","Newport News city","700","Sulfur Dioxide","CAP","24.6211450961","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Southampton","175","Sulfur Dioxide","CAP","24.6","TON"
"Fuel Comb - Residential - Wood","VA","51","Fairfax","059","Sulfur Dioxide","CAP","24.5122091","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","24.297528","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Hanover","085","Sulfur Dioxide","CAP","23.95598","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Bedford","019","Sulfur Dioxide","CAP","23.851551","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Washington","191","Sulfur Dioxide","CAP","23.695925","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Roanoke city","770","Sulfur Dioxide","CAP","23.657672","TON"
"Fuel Comb - Residential - Oil","VA","51","Bedford","019","Sulfur Dioxide","CAP","23.57495","TON"
"Fuel Comb - Residential - Oil","VA","51","James city","095","Sulfur Dioxide","CAP","23.4033","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Albemarle","003","Sulfur Dioxide","CAP","23.390019","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","23.28814","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Henry","089","Sulfur Dioxide","CAP","23.217564","TON"
"Industrial Processes - Mining","VA","51","Dickenson","051","Sulfur Dioxide","CAP","22.9064","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Arlington","013","Sulfur Dioxide","CAP","22.645675","TON"
"Industrial Processes - NEC","VA","51","Amherst","009","Sulfur Dioxide","CAP","22.5535","TON"
"Fuel Comb - Residential - Oil","VA","51","York","199","Sulfur Dioxide","CAP","22.41753","TON"
"Fuel Comb - Residential - Oil","VA","51","Fauquier","061","Sulfur Dioxide","CAP","22.35201","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","21.9486","TON"
"Industrial Processes - NEC","VA","51","Salem city","775","Sulfur Dioxide","CAP","21.4631","TON"
"Fuel Comb - Residential - Oil","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","21.40255","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","20.86169","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Montgomery","121","Sulfur Dioxide","CAP","20.8142095","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Roanoke","161","Sulfur Dioxide","CAP","20.789424","TON"
"Fires - Prescribed Fires","VA","51","Cumberland","049","Sulfur Dioxide","CAP","20.581654","TON"
"Fires - Prescribed Fires","VA","51","Dinwiddie","053","Sulfur Dioxide","CAP","20.554362","TON"
"Fires - Prescribed Fires","VA","51","Prince William","153","Sulfur Dioxide","CAP","20.474745","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Spotsylvania","177","Sulfur Dioxide","CAP","20.4542746","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Harrisonburg city","660","Sulfur Dioxide","CAP","20.307578","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Salem city","775","Sulfur Dioxide","CAP","20.261616","TON"
"Fires - Prescribed Fires","VA","51","Southampton","175","Sulfur Dioxide","CAP","20.22909","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Loudoun","107","Sulfur Dioxide","CAP","19.807572","TON"
"Waste Disposal","VA","51","Loudoun","107","Sulfur Dioxide","CAP","19.8025","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Prince William","153","Sulfur Dioxide","CAP","19.6723","TON"
"Fires - Prescribed Fires","VA","51","Caroline","033","Sulfur Dioxide","CAP","19.556778","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Sulfur Dioxide","CAP","19.143047","TON"
"Fuel Comb - Residential - Oil","VA","51","Franklin","067","Sulfur Dioxide","CAP","19.130639","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Patrick","141","Sulfur Dioxide","CAP","19.0354088","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Alexandria city","510","Sulfur Dioxide","CAP","18.8836","TON"
"Fuel Comb - Residential - Oil","VA","51","Washington","191","Sulfur Dioxide","CAP","18.749753","TON"
"Mobile - Commercial Marine Vessels","VA","51","Richmond city","760","Sulfur Dioxide","CAP","18.73415","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","18.7146","TON"
"Fuel Comb - Residential - Oil","VA","51","Campbell","031","Sulfur Dioxide","CAP","18.607002","TON"
"Fuel Comb - Residential - Oil","VA","51","Henry","089","Sulfur Dioxide","CAP","18.303978","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","18.2626684","TON"
"Fires - Prescribed Fires","VA","51","Lunenburg","111","Sulfur Dioxide","CAP","17.979561","TON"
"Fires - Prescribed Fires","VA","51","Appomattox","011","Sulfur Dioxide","CAP","17.946055","TON"
"Fires - Wildfires","VA","51","Gloucester","073","Sulfur Dioxide","CAP","17.859081","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Sussex","183","Sulfur Dioxide","CAP","17.7380878","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Portsmouth city","740","Sulfur Dioxide","CAP","17.648404","TON"
"Waste Disposal","VA","51","King George","099","Sulfur Dioxide","CAP","17.6399394","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","17.2098563","TON"
"Fires - Wildfires","VA","51","Albemarle","003","Sulfur Dioxide","CAP","17.194677","TON"
"Fuel Comb - Residential - Oil","VA","51","Harrisonburg city","660","Sulfur Dioxide","CAP","17.009291","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Campbell","031","Sulfur Dioxide","CAP","16.71834","TON"
"Fires - Prescribed Fires","VA","51","Orange","137","Sulfur Dioxide","CAP","16.469229","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Greensville","081","Sulfur Dioxide","CAP","16.38724","TON"
"Fires - Wildfires","VA","51","Wise","195","Sulfur Dioxide","CAP","16.206644","TON"
"Mobile - Commercial Marine Vessels","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","16.159498","TON"
"Fuel Comb - Residential - Oil","VA","51","Culpeper","047","Sulfur Dioxide","CAP","16.019515","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Bedford","019","Sulfur Dioxide","CAP","15.9772275","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Sulfur Dioxide","CAP","15.791448","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Smyth","173","Sulfur Dioxide","CAP","15.5882334","TON"
"Mobile - Commercial Marine Vessels","VA","51","Portsmouth city","740","Sulfur Dioxide","CAP","15.5248876","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Prince William","153","Sulfur Dioxide","CAP","15.473545","TON"
"Fires - Prescribed Fires","VA","51","Fauquier","061","Sulfur Dioxide","CAP","15.427454","TON"
"Fuel Comb - Residential - Oil","VA","51","Tazewell","185","Sulfur Dioxide","CAP","15.384778","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Sulfur Dioxide","CAP","15.3542216","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Wythe","197","Sulfur Dioxide","CAP","15.3357975","TON"
"Fires - Prescribed Fires","VA","51","Campbell","031","Sulfur Dioxide","CAP","15.335792","TON"
"Waste Disposal","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","15.1261","TON"
"Fuel Comb - Residential - Oil","VA","51","Charlottesville city","540","Sulfur Dioxide","CAP","15.111197","TON"
"Industrial Processes - Pulp & Paper","VA","51","Hopewell city","670","Sulfur Dioxide","CAP","14.927629","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Alexandria city","510","Sulfur Dioxide","CAP","14.853166","TON"
"Fuel Comb - Residential - Oil","VA","51","Danville city","590","Sulfur Dioxide","CAP","14.724192","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","14.720284","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","14.7","TON"
"Industrial Processes - Ferrous Metals","VA","51","Dinwiddie","053","Sulfur Dioxide","CAP","14.674","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Newport News city","700","Sulfur Dioxide","CAP","14.6438","TON"
"Industrial Processes - NEC","VA","51","Stafford","179","Sulfur Dioxide","CAP","14.547122","TON"
"Fires - Prescribed Fires","VA","51","Sussex","183","Sulfur Dioxide","CAP","14.543678","TON"
"Fires - Prescribed Fires","VA","51","Fluvanna","065","Sulfur Dioxide","CAP","14.455097","TON"
"Waste Disposal","VA","51","Arlington","013","Sulfur Dioxide","CAP","14.3842","TON"
"Mobile - Commercial Marine Vessels","VA","51","Henrico","087","Sulfur Dioxide","CAP","14.362929","TON"
"Fuel Comb - Residential - Oil","VA","51","Shenandoah","171","Sulfur Dioxide","CAP","14.310285","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Botetourt","023","Sulfur Dioxide","CAP","14.1503049","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Prince William","153","Sulfur Dioxide","CAP","13.9590484","TON"
"Fuel Comb - Residential - Oil","VA","51","Wise","195","Sulfur Dioxide","CAP","13.940267","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Hampton city","650","Sulfur Dioxide","CAP","13.8825517","TON"
"Fuel Comb - Residential - Oil","VA","51","Manassas city","683","Sulfur Dioxide","CAP","13.810072","TON"
"Waste Disposal","VA","51","Richmond city","760","Sulfur Dioxide","CAP","13.8097","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Nottoway","135","Sulfur Dioxide","CAP","13.757234","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Suffolk city","800","Sulfur Dioxide","CAP","13.6453177","TON"
