"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Biogenics - Vegetation and Soil","VA","51","Augusta","015","Volatile Organic Compounds","CAP","9907.974","TON"
"Biogenics - Vegetation and Soil","VA","51","Dinwiddie","053","Volatile Organic Compounds","CAP","9854.11","TON"
"Biogenics - Vegetation and Soil","VA","51","Rockbridge","163","Volatile Organic Compounds","CAP","9752.129","TON"
"Biogenics - Vegetation and Soil","VA","51","Patrick","141","Volatile Organic Compounds","CAP","9255.112","TON"
"Biogenics - Vegetation and Soil","VA","51","Charlotte","037","Volatile Organic Compounds","CAP","9111.468","TON"
"Biogenics - Vegetation and Soil","VA","51","Alleghany","005","Volatile Organic Compounds","CAP","8908.542","TON"
"Biogenics - Vegetation and Soil","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","8813.32","TON"
"Biogenics - Vegetation and Soil","VA","51","Lunenburg","111","Volatile Organic Compounds","CAP","8504.064","TON"
"Biogenics - Vegetation and Soil","VA","51","Shenandoah","171","Volatile Organic Compounds","CAP","8290.873","TON"
"Biogenics - Vegetation and Soil","VA","51","Scott","169","Volatile Organic Compounds","CAP","8249.906","TON"
"Biogenics - Vegetation and Soil","VA","51","Campbell","031","Volatile Organic Compounds","CAP","8052.886","TON"
"Biogenics - Vegetation and Soil","VA","51","Southampton","175","Volatile Organic Compounds","CAP","7981.643","TON"
"Biogenics - Vegetation and Soil","VA","51","Fauquier","061","Volatile Organic Compounds","CAP","7900.426","TON"
"Biogenics - Vegetation and Soil","VA","51","Hanover","085","Volatile Organic Compounds","CAP","7800.656","TON"
"Biogenics - Vegetation and Soil","VA","51","Henry","089","Volatile Organic Compounds","CAP","7720.612","TON"
"Biogenics - Vegetation and Soil","VA","51","Fluvanna","065","Volatile Organic Compounds","CAP","7557.16","TON"
"Biogenics - Vegetation and Soil","VA","51","Dickenson","051","Volatile Organic Compounds","CAP","7384.365","TON"
"Biogenics - Vegetation and Soil","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","7262.133","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince Edward","147","Volatile Organic Compounds","CAP","7133.996","TON"
"Biogenics - Vegetation and Soil","VA","51","Amelia","007","Volatile Organic Compounds","CAP","7077.492","TON"
"Biogenics - Vegetation and Soil","VA","51","Craig","045","Volatile Organic Compounds","CAP","7012.235","TON"
"Biogenics - Vegetation and Soil","VA","51","Cumberland","049","Volatile Organic Compounds","CAP","7001.31","TON"
"Biogenics - Vegetation and Soil","VA","51","Appomattox","011","Volatile Organic Compounds","CAP","6836.926","TON"
"Biogenics - Vegetation and Soil","VA","51","Tazewell","185","Volatile Organic Compounds","CAP","6802.104","TON"
"Biogenics - Vegetation and Soil","VA","51","Lee","105","Volatile Organic Compounds","CAP","6728.084","TON"
"Biogenics - Vegetation and Soil","VA","51","Accomack","001","Volatile Organic Compounds","CAP","6665.42","TON"
"Biogenics - Vegetation and Soil","VA","51","Nottoway","135","Volatile Organic Compounds","CAP","6605.628","TON"
"Biogenics - Vegetation and Soil","VA","51","Russell","167","Volatile Organic Compounds","CAP","6530.916","TON"
"Biogenics - Vegetation and Soil","VA","51","Page","139","Volatile Organic Compounds","CAP","6449.944","TON"
"Biogenics - Vegetation and Soil","VA","51","Goochland","075","Volatile Organic Compounds","CAP","6364.689","TON"
"Biogenics - Vegetation and Soil","VA","51","Orange","137","Volatile Organic Compounds","CAP","6350.045","TON"
"Biogenics - Vegetation and Soil","VA","51","Highland","091","Volatile Organic Compounds","CAP","6333.858","TON"
"Biogenics - Vegetation and Soil","VA","51","Powhatan","145","Volatile Organic Compounds","CAP","6267.271","TON"
"Biogenics - Vegetation and Soil","VA","51","Giles","071","Volatile Organic Compounds","CAP","6242.335","TON"
"Biogenics - Vegetation and Soil","VA","51","Frederick","069","Volatile Organic Compounds","CAP","6171.482","TON"
"Biogenics - Vegetation and Soil","VA","51","King and Queen","097","Volatile Organic Compounds","CAP","6070.397","TON"
"Biogenics - Vegetation and Soil","VA","51","King William","101","Volatile Organic Compounds","CAP","6036.63","TON"
"Biogenics - Vegetation and Soil","VA","51","Washington","191","Volatile Organic Compounds","CAP","6017.752","TON"
"Biogenics - Vegetation and Soil","VA","51","Smyth","173","Volatile Organic Compounds","CAP","5910.433","TON"
"Biogenics - Vegetation and Soil","VA","51","Stafford","179","Volatile Organic Compounds","CAP","5861.552","TON"
"Biogenics - Vegetation and Soil","VA","51","Greensville","081","Volatile Organic Compounds","CAP","5783.748","TON"
"Biogenics - Vegetation and Soil","VA","51","Rappahannock","157","Volatile Organic Compounds","CAP","5774.444","TON"
"Biogenics - Vegetation and Soil","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","5751.027","TON"
"Biogenics - Vegetation and Soil","VA","51","Floyd","063","Volatile Organic Compounds","CAP","5671.815","TON"
"Biogenics - Vegetation and Soil","VA","51","Carroll","035","Volatile Organic Compounds","CAP","5665.143","TON"
"Biogenics - Vegetation and Soil","VA","51","Wise","195","Volatile Organic Compounds","CAP","5646.808","TON"
"Biogenics - Vegetation and Soil","VA","51","Culpeper","047","Volatile Organic Compounds","CAP","5633.62","TON"
"Biogenics - Vegetation and Soil","VA","51","Bland","021","Volatile Organic Compounds","CAP","5573.866","TON"
"Biogenics - Vegetation and Soil","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","5559.195","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","5444.635","TON"
"Biogenics - Vegetation and Soil","VA","51","Surry","181","Volatile Organic Compounds","CAP","5390.066","TON"
"Biogenics - Vegetation and Soil","VA","51","New Kent","127","Volatile Organic Compounds","CAP","5336.294","TON"
"Biogenics - Vegetation and Soil","VA","51","Westmoreland","193","Volatile Organic Compounds","CAP","5297.303","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince William","153","Volatile Organic Compounds","CAP","5289.744","TON"
"Biogenics - Vegetation and Soil","VA","51","Essex","057","Volatile Organic Compounds","CAP","5086.973","TON"
"Biogenics - Vegetation and Soil","VA","51","Madison","113","Volatile Organic Compounds","CAP","5082.567","TON"
"Biogenics - Vegetation and Soil","VA","51","Warren","187","Volatile Organic Compounds","CAP","5049.562","TON"
"Biogenics - Vegetation and Soil","VA","51","Grayson","077","Volatile Organic Compounds","CAP","4998.118","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince George","149","Volatile Organic Compounds","CAP","4986.518","TON"
"Biogenics - Vegetation and Soil","VA","51","Wythe","197","Volatile Organic Compounds","CAP","4960.13","TON"
"Biogenics - Vegetation and Soil","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","4940.613","TON"
"Biogenics - Vegetation and Soil","VA","51","King George","099","Volatile Organic Compounds","CAP","4918.446","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","4787.02276","TON"
"Biogenics - Vegetation and Soil","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","4777.765","TON"
"Biogenics - Vegetation and Soil","VA","51","Pulaski","155","Volatile Organic Compounds","CAP","4756.119","TON"
"Biogenics - Vegetation and Soil","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","4680.155","TON"
"Biogenics - Vegetation and Soil","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","4618.347","TON"
"Biogenics - Vegetation and Soil","VA","51","Charles city","036","Volatile Organic Compounds","CAP","4613.552","TON"
"Biogenics - Vegetation and Soil","VA","51","Greene","079","Volatile Organic Compounds","CAP","4605.351","TON"
"Biogenics - Vegetation and Soil","VA","51","Isle of Wight","093","Volatile Organic Compounds","CAP","4559.955","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","3997.831","TON"
"Biogenics - Vegetation and Soil","VA","51","Northumberland","133","Volatile Organic Compounds","CAP","3936.796","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","3742.74774484","TON"
"Biogenics - Vegetation and Soil","VA","51","Henrico","087","Volatile Organic Compounds","CAP","3564.194","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond","159","Volatile Organic Compounds","CAP","3405.167","TON"
"Biogenics - Vegetation and Soil","VA","51","Middlesex","119","Volatile Organic Compounds","CAP","3354.263","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","3162.0720448","TON"
"Biogenics - Vegetation and Soil","VA","51","Lancaster","103","Volatile Organic Compounds","CAP","3115.296","TON"
"Biogenics - Vegetation and Soil","VA","51","James city","095","Volatile Organic Compounds","CAP","3053.396","TON"
"Biogenics - Vegetation and Soil","VA","51","Mathews","115","Volatile Organic Compounds","CAP","2713.568","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","2648.388318023","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Dickenson","051","Volatile Organic Compounds","CAP","2514.75189184","TON"
"Biogenics - Vegetation and Soil","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","2404.987","TON"
"Biogenics - Vegetation and Soil","VA","51","Danville city","590","Volatile Organic Compounds","CAP","2293.683","TON"
"Biogenics - Vegetation and Soil","VA","51","Northampton","131","Volatile Organic Compounds","CAP","2262.029","TON"
"Biogenics - Vegetation and Soil","VA","51","Clarke","043","Volatile Organic Compounds","CAP","2235.277","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","2228.4875455","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","2203.40551","TON"
"Biogenics - Vegetation and Soil","VA","51","York","199","Volatile Organic Compounds","CAP","2074.299","TON"
"Biogenics - Vegetation and Soil","VA","51","Covington city","580","Volatile Organic Compounds","CAP","2069.441","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","1862.6709998","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Prince William","153","Volatile Organic Compounds","CAP","1857.075961","TON"
"Biogenics - Vegetation and Soil","VA","51","Martinsville city","690","Volatile Organic Compounds","CAP","1804.259","TON"
"Fires - Wildfires","VA","51","Rockbridge","163","Volatile Organic Compounds","CAP","1795.66537","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henrico","087","Volatile Organic Compounds","CAP","1780.6514121","TON"
"Biogenics - Vegetation and Soil","VA","51","Emporia city","595","Volatile Organic Compounds","CAP","1672.276","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1603.802192","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","1591.48","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Accomack","001","Volatile Organic Compounds","CAP","1456.0790004871","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","1438.74298","TON"
"Biogenics - Vegetation and Soil","VA","51","Norton city","720","Volatile Organic Compounds","CAP","1437.062","TON"
"Biogenics - Vegetation and Soil","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","1430.389","TON"
"Biogenics - Vegetation and Soil","VA","51","Fredericksburg city","630","Volatile Organic Compounds","CAP","1416.111","TON"
"Fires - Prescribed Fires","VA","51","Caroline","033","Volatile Organic Compounds","CAP","1413.92908","TON"
"Biogenics - Vegetation and Soil","VA","51","Petersburg city","730","Volatile Organic Compounds","CAP","1404.868","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Henrico","087","Volatile Organic Compounds","CAP","1389.010616","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince William","153","Volatile Organic Compounds","CAP","1283.5313103","TON"
"Biogenics - Vegetation and Soil","VA","51","Portsmouth city","740","Volatile Organic Compounds","CAP","1277.63","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1253.3980821","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1251.746432","TON"
"Fires - Wildfires","VA","51","Giles","071","Volatile Organic Compounds","CAP","1219.90652","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","1206.3086","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1202.235296315","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","1172.3966034164","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northampton","131","Volatile Organic Compounds","CAP","1170.0584729192","TON"
"Fires - Prescribed Fires","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","1120.90141","TON"
"Biogenics - Vegetation and Soil","VA","51","Bristol city","520","Volatile Organic Compounds","CAP","1108.049","TON"
"Biogenics - Vegetation and Soil","VA","51","Charlottesville city","540","Volatile Organic Compounds","CAP","1098.4","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1097.8796613","TON"
"Biogenics - Vegetation and Soil","VA","51","Franklin city","620","Volatile Organic Compounds","CAP","1088.68","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","1085.9350645","TON"
"Biogenics - Vegetation and Soil","VA","51","Waynesboro city","820","Volatile Organic Compounds","CAP","1064.122","TON"
"Fires - Prescribed Fires","VA","51","Mecklenburg","117","Volatile Organic Compounds","CAP","1043.163563","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","1034.3395471025","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","1033.9905948","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Volatile Organic Compounds","CAP","974.748052","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","942.9302","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","931.000547","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Frederick","069","Volatile Organic Compounds","CAP","930.8412542615","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Arlington","013","Volatile Organic Compounds","CAP","925.371863","TON"
"Fires - Prescribed Fires","VA","51","Bland","021","Volatile Organic Compounds","CAP","923.442899","TON"
"Solvent - Non-Industrial Surface Coating","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","920.5222","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Wise","195","Volatile Organic Compounds","CAP","900.8453453951","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","899.273773","TON"
"Biogenics - Vegetation and Soil","VA","51","Staunton city","790","Volatile Organic Compounds","CAP","882.8146","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","875.63131929","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Volatile Organic Compounds","CAP","868.985207","TON"
"Fires - Wildfires","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","863.979877","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","846.35329753","TON"
"Biogenics - Vegetation and Soil","VA","51","Colonial Heights city","570","Volatile Organic Compounds","CAP","841.3517","TON"
"Gas Stations","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","822.3844601008","TON"
"Biogenics - Vegetation and Soil","VA","51","Williamsburg city","830","Volatile Organic Compounds","CAP","820.9293","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","811.25139","TON"
"Biogenics - Vegetation and Soil","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","803.3664","TON"
"Biogenics - Vegetation and Soil","VA","51","Falls Church city","610","Volatile Organic Compounds","CAP","800.4233","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","794.70837785","TON"
"Industrial Processes - Storage and Transfer","VA","51","York","199","Volatile Organic Compounds","CAP","790.039897612213","TON"
"Biogenics - Vegetation and Soil","VA","51","Lexington city","678","Volatile Organic Compounds","CAP","788.3891","TON"
"Biogenics - Vegetation and Soil","VA","51","Harrisonburg city","660","Volatile Organic Compounds","CAP","787.0679","TON"
"Fires - Prescribed Fires","VA","51","Giles","071","Volatile Organic Compounds","CAP","782.836842","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Volatile Organic Compounds","CAP","776.72398438","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Prince William","153","Volatile Organic Compounds","CAP","765.862473939","TON"
"Fires - Prescribed Fires","VA","51","Lee","105","Volatile Organic Compounds","CAP","762.21299","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","744.05058546","TON"
"Fires - Prescribed Fires","VA","51","Brunswick","025","Volatile Organic Compounds","CAP","725.050652","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","717.48118","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","Volatile Organic Compounds","CAP","713.7062095181","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Volatile Organic Compounds","CAP","712.78190663","TON"
"Biogenics - Vegetation and Soil","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","707.7495","TON"
"Fires - Prescribed Fires","VA","51","Dinwiddie","053","Volatile Organic Compounds","CAP","706.819465","TON"
"Biogenics - Vegetation and Soil","VA","51","Hopewell city","670","Volatile Organic Compounds","CAP","693.3424","TON"
"Gas Stations","VA","51","Wythe","197","Volatile Organic Compounds","CAP","690.66344434129","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford","019","Volatile Organic Compounds","CAP","687.98217635","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Stafford","179","Volatile Organic Compounds","CAP","684.198382","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","679.411382","TON"
"Fires - Wildfires","VA","51","Lee","105","Volatile Organic Compounds","CAP","669.042874","TON"
"Biogenics - Vegetation and Soil","VA","51","Manassas city","683","Volatile Organic Compounds","CAP","667.549","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","667.260702","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Volatile Organic Compounds","CAP","656.164187","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","James city","095","Volatile Organic Compounds","CAP","654.3391131","TON"
"Biogenics - Vegetation and Soil","VA","51","Galax city","640","Volatile Organic Compounds","CAP","652.9079","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","651.15462956","TON"
"Biogenics - Vegetation and Soil","VA","51","Salem city","775","Volatile Organic Compounds","CAP","644.6386","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Volatile Organic Compounds","CAP","628.36512386","TON"
"Biogenics - Vegetation and Soil","VA","51","Radford city","750","Volatile Organic Compounds","CAP","625.343","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Volatile Organic Compounds","CAP","624.65865671","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","623.26786367","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Russell","167","Volatile Organic Compounds","CAP","618.115040178","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","606.973272","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Volatile Organic Compounds","CAP","602.04639267","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","597.013938","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Henry","089","Volatile Organic Compounds","CAP","594.761204","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","583.578996","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax city","600","Volatile Organic Compounds","CAP","577.8516","TON"
"Industrial Processes - Pulp & Paper","VA","51","Covington city","580","Volatile Organic Compounds","CAP","571.0105231904","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Galax city","640","Volatile Organic Compounds","CAP","570.7352045","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","566.882527","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Frederick","069","Volatile Organic Compounds","CAP","565.23985","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Albemarle","003","Volatile Organic Compounds","CAP","558.489831","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mecklenburg","117","Volatile Organic Compounds","CAP","554.973310187","TON"
"Fires - Prescribed Fires","VA","51","Russell","167","Volatile Organic Compounds","CAP","553.881696","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Volatile Organic Compounds","CAP","551.199865","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","544.55045096","TON"
"Agriculture - Livestock Waste","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","543.6648949","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","539.999547","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","Volatile Organic Compounds","CAP","538.28903296","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Volatile Organic Compounds","CAP","536.27346136","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henry","089","Volatile Organic Compounds","CAP","535.095326918","TON"
"Solvent - Non-Industrial Surface Coating","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","531.7041","TON"
"Biogenics - Vegetation and Soil","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","531.646","TON"
"Biogenics - Vegetation and Soil","VA","51","Manassas Park city","685","Volatile Organic Compounds","CAP","530.7148","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","523.53275083","TON"
"Waste Disposal","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","517.559542","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Hanover","085","Volatile Organic Compounds","CAP","515.090689","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Hopewell city","670","Volatile Organic Compounds","CAP","510.781602","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","507.63280619","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","506.512665","TON"
"Biogenics - Vegetation and Soil","VA","51","Poquoson city","735","Volatile Organic Compounds","CAP","492.9437","TON"
"Fires - Prescribed Fires","VA","51","Prince William","153","Volatile Organic Compounds","CAP","489.643147","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin","067","Volatile Organic Compounds","CAP","486.12874604","TON"
"Fires - Prescribed Fires","VA","51","Prince Edward","147","Volatile Organic Compounds","CAP","484.631319","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","483.918723","TON"
"Mobile - Aircraft","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","482.718082903","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Campbell","031","Volatile Organic Compounds","CAP","482.56899323","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","480.173658","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","477.21042","TON"
"Fires - Prescribed Fires","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","477.075545","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Volatile Organic Compounds","CAP","472.50695435895","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Volatile Organic Compounds","CAP","470.01275639","TON"
"Fires - Prescribed Fires","VA","51","Pittsylvania","143","Volatile Organic Compounds","CAP","467.745945","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","465.657187","TON"
"Gas Stations","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","464.30154164","TON"
"Fires - Prescribed Fires","VA","51","Grayson","077","Volatile Organic Compounds","CAP","464.073576","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Augusta","015","Volatile Organic Compounds","CAP","463.242404","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","461.88784714795","TON"
