"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Carbon Monoxide","CAP","11934.64636","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Carbon Monoxide","CAP","11823.876287","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Carbon Monoxide","CAP","11755.050651","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Carbon Monoxide","CAP","11492.393332","TON"
"Fires - Wildfires","VA","51","Lee","105","Carbon Monoxide","CAP","10828.87506","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Carbon Monoxide","CAP","10670.593456","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","Carbon Monoxide","CAP","10664.581441","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Carbon Monoxide","CAP","9943.142418","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","Carbon Monoxide","CAP","9903.454187","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Carbon Monoxide","CAP","9082.692779","TON"
"Fires - Wildfires","VA","51","Russell","167","Carbon Monoxide","CAP","9082.272588","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Carbon Monoxide","CAP","9002.992898","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","Carbon Monoxide","CAP","8990.246911","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Accomack","001","Carbon Monoxide","CAP","8425.4491555800000011910769","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Carbon Monoxide","CAP","8415.354213010000001176556","TON"
"Fires - Prescribed Fires","VA","51","Caroline","033","Carbon Monoxide","CAP","8381.798668","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","Carbon Monoxide","CAP","8309.123738","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Carbon Monoxide","CAP","8231.765473","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesterfield","041","Carbon Monoxide","CAP","8201.484020660000001178208","TON"
"Fires - Prescribed Fires","VA","51","Page","139","Carbon Monoxide","CAP","8128.610821","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Caroline","033","Carbon Monoxide","CAP","7793.403444","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford","019","Carbon Monoxide","CAP","7684.823203","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Henrico","087","Carbon Monoxide","CAP","7643.932729270000003745217","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Shenandoah","171","Carbon Monoxide","CAP","7373.928859","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Washington","191","Carbon Monoxide","CAP","7359.267657","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesapeake city","550","Carbon Monoxide","CAP","7295.9365768000000022943355875","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Carbon Monoxide","CAP","7204.768232","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Norfolk city","710","Carbon Monoxide","CAP","6933.0933262900000042501148851","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Richmond city","760","Carbon Monoxide","CAP","6885.736770680000005352574593","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Buchanan","027","Carbon Monoxide","CAP","6802.83982","TON"
"Fires - Prescribed Fires","VA","51","Rockingham","165","Carbon Monoxide","CAP","6637.5735","TON"
"Industrial Processes - NEC","VA","51","Giles","071","Carbon Monoxide","CAP","6364.24","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northampton","131","Carbon Monoxide","CAP","6352.7407159100000011925632","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Portsmouth city","740","Carbon Monoxide","CAP","6326.788845","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","Carbon Monoxide","CAP","6275.760233","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Wythe","197","Carbon Monoxide","CAP","6272.874972","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Botetourt","023","Carbon Monoxide","CAP","6169.76481","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Lynchburg city","680","Carbon Monoxide","CAP","6149.141558","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","York","199","Carbon Monoxide","CAP","6105.874961","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Campbell","031","Carbon Monoxide","CAP","5982.01825","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin","067","Carbon Monoxide","CAP","5676.713103","TON"
"Fires - Prescribed Fires","VA","51","Buchanan","027","Carbon Monoxide","CAP","5538.3473","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henry","089","Carbon Monoxide","CAP","5533.6777364","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockbridge","163","Carbon Monoxide","CAP","5516.821213","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","York","199","Carbon Monoxide","CAP","5370.689368827200001926398","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Alexandria city","510","Carbon Monoxide","CAP","5298.290373","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Louisa","109","Carbon Monoxide","CAP","5232.5065556","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","5097.668058","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Carroll","035","Carbon Monoxide","CAP","5058.334861","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Culpeper","047","Carbon Monoxide","CAP","5029.123671","TON"
"Fires - Prescribed Fires","VA","51","Craig","045","Carbon Monoxide","CAP","4902.9097","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","James city","095","Carbon Monoxide","CAP","4838.018143","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Warren","187","Carbon Monoxide","CAP","4798.075247","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Dinwiddie","053","Carbon Monoxide","CAP","4776.422486","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","4762.4136230680000011923089","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pulaski","155","Carbon Monoxide","CAP","4702.744651","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince George","149","Carbon Monoxide","CAP","4666.122826","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Gloucester","073","Carbon Monoxide","CAP","4621.0690822","TON"
"Fires - Wildfires","VA","51","Scott","169","Carbon Monoxide","CAP","4610.426256","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Halifax","083","Carbon Monoxide","CAP","4466.0311171","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","New Kent","127","Carbon Monoxide","CAP","4447.993257","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Isle of Wight","093","Carbon Monoxide","CAP","4392.1351505","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Arlington","013","Carbon Monoxide","CAP","4250.2030562820000080727097216","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Goochland","075","Carbon Monoxide","CAP","4237.107055","TON"
"Waste Disposal","VA","51","Loudoun","107","Carbon Monoxide","CAP","4143.769585","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Smyth","173","Carbon Monoxide","CAP","4002.720523","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Albemarle","003","Carbon Monoxide","CAP","3986.962146351","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Newport News city","700","Carbon Monoxide","CAP","3969.1479889100000039421820504","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Accomack","001","Carbon Monoxide","CAP","3845.8615757","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Alexandria city","510","Carbon Monoxide","CAP","3718.9730067700000099196702855","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Danville city","590","Carbon Monoxide","CAP","3664.863122","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Tazewell","185","Carbon Monoxide","CAP","3646.933568","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Dickenson","051","Carbon Monoxide","CAP","3490.321697","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Wise","195","Carbon Monoxide","CAP","3467.175496","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Harrisonburg city","660","Carbon Monoxide","CAP","3458.262221","TON"
"Waste Disposal","VA","51","Chesapeake city","550","Carbon Monoxide","CAP","3348.63068","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Amherst","009","Carbon Monoxide","CAP","3346.6907042","TON"
"Fires - Wildfires","VA","51","Smyth","173","Carbon Monoxide","CAP","3345.24801","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hampton city","650","Carbon Monoxide","CAP","3271.4385185600000024798468652","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fredericksburg city","630","Carbon Monoxide","CAP","3263.711146","TON"
"Waste Disposal","VA","51","Chesterfield","041","Carbon Monoxide","CAP","3243.38531","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Petersburg city","730","Carbon Monoxide","CAP","3237.441592","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Powhatan","145","Carbon Monoxide","CAP","3223.603732","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Orange","137","Carbon Monoxide","CAP","3218.179325","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Carbon Monoxide","CAP","3166.4292","TON"
"Fires - Prescribed Fires","VA","51","Bath","017","Carbon Monoxide","CAP","3160.1618","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","Carbon Monoxide","CAP","3105.200137281000001179913","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Brunswick","025","Carbon Monoxide","CAP","3098.867704","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Sussex","183","Carbon Monoxide","CAP","3034.676104","TON"
"Waste Disposal","VA","51","Prince William","153","Carbon Monoxide","CAP","2970.96626","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","King George","099","Carbon Monoxide","CAP","2908.9405147","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Bedford","019","Carbon Monoxide","CAP","2887.50581538","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Russell","167","Carbon Monoxide","CAP","2874.63648","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Roanoke city","770","Carbon Monoxide","CAP","2769.8908893900000091604558742","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Carbon Monoxide","CAP","2701.3062","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Montgomery","121","Carbon Monoxide","CAP","2696.12568394","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Southampton","175","Carbon Monoxide","CAP","2686.2754294","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Spotsylvania","177","Carbon Monoxide","CAP","2682.38557843","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Page","139","Carbon Monoxide","CAP","2678.1249402","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Stafford","179","Carbon Monoxide","CAP","2677.658706841","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fauquier","061","Carbon Monoxide","CAP","2643.631354202","TON"
"Fires - Wildfires","VA","51","Caroline","033","Carbon Monoxide","CAP","2641.41698","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Gloucester","073","Carbon Monoxide","CAP","2611.8326718970000011931355","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Scott","169","Carbon Monoxide","CAP","2588.4696909","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Alleghany","005","Carbon Monoxide","CAP","2534.6570995","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Charlottesville city","540","Carbon Monoxide","CAP","2458.141049","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Greensville","081","Carbon Monoxide","CAP","2446.1292385","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Roanoke","161","Carbon Monoxide","CAP","2404.15267716500000500669","TON"
"Waste Disposal","VA","51","Virginia Beach city","810","Carbon Monoxide","CAP","2373.438402","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Buchanan","027","Carbon Monoxide","CAP","2354.610953","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Campbell","031","Carbon Monoxide","CAP","2338.29631996","TON"
"Fires - Prescribed Fires","VA","51","Lunenburg","111","Carbon Monoxide","CAP","2299.3652","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Clarke","043","Carbon Monoxide","CAP","2281.6598538","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Suffolk city","800","Carbon Monoxide","CAP","2276.487288250000001180733","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Winchester city","840","Carbon Monoxide","CAP","2272.446853","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Augusta","015","Carbon Monoxide","CAP","2219.87211284000000073535","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Salem city","775","Carbon Monoxide","CAP","2199.600916","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fluvanna","065","Carbon Monoxide","CAP","2146.1073213","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Patrick","141","Carbon Monoxide","CAP","2130.9663564","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Franklin","067","Carbon Monoxide","CAP","2105.96090845","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Portsmouth city","740","Carbon Monoxide","CAP","2105.6244349400000027934955481","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Nelson","125","Carbon Monoxide","CAP","2102.9850395","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince Edward","147","Carbon Monoxide","CAP","2089.4571315","TON"
"Fires - Wildfires","VA","51","Augusta","015","Carbon Monoxide","CAP","2056.45022","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bristol city","520","Carbon Monoxide","CAP","2048.052304","TON"
"Biogenics - Vegetation and Soil","VA","51","Halifax","083","Carbon Monoxide","CAP","2037.54","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bland","021","Carbon Monoxide","CAP","2032.1705277","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Lee","105","Carbon Monoxide","CAP","2028.7337261","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northumberland","133","Carbon Monoxide","CAP","2017.0234402980000011899715","TON"
"Mobile - Aircraft","VA","51","Loudoun","107","Carbon Monoxide","CAP","2011.1746590308647","TON"
"Fires - Prescribed Fires","VA","51","Prince Edward","147","Carbon Monoxide","CAP","1994.3237","TON"
"Biogenics - Vegetation and Soil","VA","51","Pittsylvania","143","Carbon Monoxide","CAP","1981.95","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Greene","079","Carbon Monoxide","CAP","1974.8649815","TON"
"Waste Disposal","VA","51","James city","095","Carbon Monoxide","CAP","1973.72507","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Northampton","131","Carbon Monoxide","CAP","1969.6837457","TON"
"Fires - Prescribed Fires","VA","51","Lee","105","Carbon Monoxide","CAP","1925.3855","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Giles","071","Carbon Monoxide","CAP","1918.9378739","TON"
"Waste Disposal","VA","51","Henrico","087","Carbon Monoxide","CAP","1910.69239","TON"
"Industrial Processes - Ferrous Metals","VA","51","Dinwiddie","053","Carbon Monoxide","CAP","1893.01","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Page","139","Carbon Monoxide","CAP","1866.708790630000000736727","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Waynesboro city","820","Carbon Monoxide","CAP","1852.1645691","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Floyd","063","Carbon Monoxide","CAP","1851.8613356","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Staunton city","790","Carbon Monoxide","CAP","1842.1661835","TON"
"Waste Disposal","VA","51","Stafford","179","Carbon Monoxide","CAP","1820.07804","TON"
"Waste Disposal","VA","51","Hanover","085","Carbon Monoxide","CAP","1804.6792","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Washington","191","Carbon Monoxide","CAP","1769.447686741","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Rockingham","165","Carbon Monoxide","CAP","1751.829299990000000736001","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Nottoway","135","Carbon Monoxide","CAP","1747.2857034","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Carbon Monoxide","CAP","1737.30058355","TON"
"Biogenics - Vegetation and Soil","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","1736.47","TON"
"Biogenics - Vegetation and Soil","VA","51","Brunswick","025","Carbon Monoxide","CAP","1723.88","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Lancaster","103","Carbon Monoxide","CAP","1712.718752078300001191149","TON"
"Fires - Prescribed Fires","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","1697.40405","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Pittsylvania","143","Carbon Monoxide","CAP","1690.407593508000001177256","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Lynchburg city","680","Carbon Monoxide","CAP","1686.7354368400000041539371033","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Madison","113","Carbon Monoxide","CAP","1684.027894","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Colonial Heights city","570","Carbon Monoxide","CAP","1675.815613","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Culpeper","047","Carbon Monoxide","CAP","1665.384521203","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Westmoreland","193","Carbon Monoxide","CAP","1659.6110077","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Harrisonburg city","660","Carbon Monoxide","CAP","1654.0861755700000065977701577","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Appomattox","011","Carbon Monoxide","CAP","1650.2820703","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Isle of Wight","093","Carbon Monoxide","CAP","1638.723338059000001179954","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Amelia","007","Carbon Monoxide","CAP","1635.1594562","TON"
"Fires - Prescribed Fires","VA","51","Botetourt","023","Carbon Monoxide","CAP","1630.2954","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Charlottesville city","540","Carbon Monoxide","CAP","1613.7893700500000073546960514","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Pulaski","155","Carbon Monoxide","CAP","1609.7573414703","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Charlotte","037","Carbon Monoxide","CAP","1600.8021156","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","King William","101","Carbon Monoxide","CAP","1557.8579231","TON"
"Biogenics - Vegetation and Soil","VA","51","Accomack","001","Carbon Monoxide","CAP","1550.55","TON"
"Fuel Comb - Residential - Wood","VA","51","Fairfax","059","Carbon Monoxide","CAP","1547.4132","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fairfax city","600","Carbon Monoxide","CAP","1540.7221434940000103537124567","TON"
"Biogenics - Vegetation and Soil","VA","51","Sussex","183","Carbon Monoxide","CAP","1536.46","TON"
"Fires - Prescribed Fires","VA","51","Scott","169","Carbon Monoxide","CAP","1532.8306","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Buckingham","029","Carbon Monoxide","CAP","1532.3839297","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Manassas city","683","Carbon Monoxide","CAP","1515.4880196","TON"
"Industrial Processes - Cement Manuf","VA","51","Botetourt","023","Carbon Monoxide","CAP","1512.86","TON"
"Fires - Prescribed Fires","VA","51","Dinwiddie","053","Carbon Monoxide","CAP","1499.964","TON"
"Waste Disposal","VA","51","Frederick","069","Carbon Monoxide","CAP","1496.90049","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mathews","115","Carbon Monoxide","CAP","1479.3973598467000019347734","TON"
"Fires - Prescribed Fires","VA","51","Wythe","197","Carbon Monoxide","CAP","1472.7585","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Salem city","775","Carbon Monoxide","CAP","1470.8053626700000091579228463","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Louisa","109","Carbon Monoxide","CAP","1470.370112546000000740966","TON"
"Fires - Prescribed Fires","VA","51","Pittsylvania","143","Carbon Monoxide","CAP","1457.9703","TON"
"Biogenics - Vegetation and Soil","VA","51","Southampton","175","Carbon Monoxide","CAP","1455.46","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Henry","089","Carbon Monoxide","CAP","1455.001051537000003735293","TON"
"Fires - Prescribed Fires","VA","51","Montgomery","121","Carbon Monoxide","CAP","1429.5614","TON"
"Mobile - Aircraft","VA","51","Arlington","013","Carbon Monoxide","CAP","1415.11111261","TON"
"Biogenics - Vegetation and Soil","VA","51","Bedford","019","Carbon Monoxide","CAP","1391.85","TON"
"Biogenics - Vegetation and Soil","VA","51","Dinwiddie","053","Carbon Monoxide","CAP","1382.64","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Essex","057","Carbon Monoxide","CAP","1382.5635305","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Dickenson","051","Carbon Monoxide","CAP","1381.1380538","TON"
"Biogenics - Vegetation and Soil","VA","51","Buckingham","029","Carbon Monoxide","CAP","1355.18","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hopewell city","670","Carbon Monoxide","CAP","1353.6975954","TON"
"Mobile - Aircraft","VA","51","Newport News city","700","Carbon Monoxide","CAP","1351.88592059","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Botetourt","023","Carbon Monoxide","CAP","1351.132685683","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Grayson","077","Carbon Monoxide","CAP","1330.5549137","TON"
"Fires - Prescribed Fires","VA","51","Dickenson","051","Carbon Monoxide","CAP","1325.7784","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Middlesex","119","Carbon Monoxide","CAP","1325.5170183","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Halifax","083","Carbon Monoxide","CAP","1322.178092691000001178151","TON"
"Biogenics - Vegetation and Soil","VA","51","Charlotte","037","Carbon Monoxide","CAP","1310.59","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Warren","187","Carbon Monoxide","CAP","1306.146984971","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","Carbon Monoxide","CAP","1304.1738735","TON"
"Biogenics - Vegetation and Soil","VA","51","Caroline","033","Carbon Monoxide","CAP","1293.54","TON"
"Biogenics - Vegetation and Soil","VA","51","Franklin","067","Carbon Monoxide","CAP","1292.92","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Northumberland","133","Carbon Monoxide","CAP","1290.8314796","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Prince George","149","Carbon Monoxide","CAP","1290.726578479000001179304","TON"
"Fires - Prescribed Fires","VA","51","Giles","071","Carbon Monoxide","CAP","1277.4912","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Goochland","075","Carbon Monoxide","CAP","1277.221108482900001176408","TON"
"Waste Disposal","VA","51","Rockingham","165","Carbon Monoxide","CAP","1265.221002","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Danville city","590","Carbon Monoxide","CAP","1265.0946129400000053447816831","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Fairfax","059","Carbon Monoxide","CAP","1261.91352","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Carbon Monoxide","CAP","1258.693","TON"
