"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Nitrogen Oxides","CAP","1863.75204","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Fairfax","059","Nitrogen Oxides","CAP","1818.0425841530000000245515","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Prince William","153","Nitrogen Oxides","CAP","1800.663","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Fairfax","059","Nitrogen Oxides","CAP","1696.891","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","York","199","Nitrogen Oxides","CAP","1651.3","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","1544.3","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Loudoun","107","Nitrogen Oxides","CAP","1529.4683090800000000354517","TON"
"Industrial Processes - NEC","VA","51","Giles","071","Nitrogen Oxides","CAP","1522.29","TON"
"Mobile - Aircraft","VA","51","Loudoun","107","Nitrogen Oxides","CAP","1510.4994027507","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Nitrogen Oxides","CAP","1488.1188933","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Richmond city","760","Nitrogen Oxides","CAP","1472.781","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Augusta","015","Nitrogen Oxides","CAP","1471.44286","TON"
"Industrial Processes - Pulp & Paper","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","1460.4","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Nitrogen Oxides","CAP","1406.0154848","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Nitrogen Oxides","CAP","1401.1046493","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Nitrogen Oxides","CAP","1392.4081932","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","1373.4484856","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Nitrogen Oxides","CAP","1359.2834889","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","1359.253028","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Hanover","085","Nitrogen Oxides","CAP","1352.72214","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Henrico","087","Nitrogen Oxides","CAP","1338.99563","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Nitrogen Oxides","CAP","1317.0613862","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","Nitrogen Oxides","CAP","1283.333497","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Wythe","197","Nitrogen Oxides","CAP","1280.829677","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Shenandoah","171","Nitrogen Oxides","CAP","1245.024134","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Montgomery","121","Nitrogen Oxides","CAP","1226.071","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Nitrogen Oxides","CAP","1225.1805603","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","Nitrogen Oxides","CAP","1222.9478658","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Wise","195","Nitrogen Oxides","CAP","1208.8","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Caroline","033","Nitrogen Oxides","CAP","1198.887017","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Nitrogen Oxides","CAP","1193.4221547","TON"
"Mobile - Aircraft","VA","51","Arlington","013","Nitrogen Oxides","CAP","1136.43872095","TON"
"Industrial Processes - Chemical Manuf","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","1121.1","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Stafford","179","Nitrogen Oxides","CAP","1085.97256","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","1077.96206","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","1066.88764","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Caroline","033","Nitrogen Oxides","CAP","1034.5627364","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Henrico","087","Nitrogen Oxides","CAP","1016.26587872300000003096744","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Nitrogen Oxides","CAP","1015.1443209","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Rockbridge","163","Nitrogen Oxides","CAP","1005.9929451","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","999.10158","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Russell","167","Nitrogen Oxides","CAP","998.7","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","994.4","TON"
"Industrial Processes - Pulp & Paper","VA","51","Covington city","580","Nitrogen Oxides","CAP","988.65975","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Fauquier","061","Nitrogen Oxides","CAP","984.50811","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Prince William","153","Nitrogen Oxides","CAP","984.3737573170000000245515","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","965.9784234","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","Nitrogen Oxides","CAP","949.350912","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","Nitrogen Oxides","CAP","948.1166231","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","938.08740843000000002596304","TON"
"Industrial Processes - NEC","VA","51","King William","101","Nitrogen Oxides","CAP","931.840906","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Shenandoah","171","Nitrogen Oxides","CAP","923.3080424","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford","019","Nitrogen Oxides","CAP","919.6017048","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Washington","191","Nitrogen Oxides","CAP","909.3120099","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","906.9","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","900.9598601","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Albemarle","003","Nitrogen Oxides","CAP","897.299695","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Russell","167","Nitrogen Oxides","CAP","888.777192","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Montgomery","121","Nitrogen Oxides","CAP","884.651689","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Loudoun","107","Nitrogen Oxides","CAP","882.413","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Rockingham","165","Nitrogen Oxides","CAP","877.63438","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Arlington","013","Nitrogen Oxides","CAP","875.12776647200000063963696626","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Carroll","035","Nitrogen Oxides","CAP","868.677557","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Frederick","069","Nitrogen Oxides","CAP","856.32673","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","New Kent","127","Nitrogen Oxides","CAP","855.59237","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Wythe","197","Nitrogen Oxides","CAP","825.9915602","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","820.01348","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","Nitrogen Oxides","CAP","817.5715433","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","815.65701","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Nitrogen Oxides","CAP","814.3421826","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","806.09874261000000050199555526","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Richmond city","760","Nitrogen Oxides","CAP","802.622476","TON"
"Mobile - Commercial Marine Vessels","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","793.022360643","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Arlington","013","Nitrogen Oxides","CAP","787.041749","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Botetourt","023","Nitrogen Oxides","CAP","783.8632659","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Campbell","031","Nitrogen Oxides","CAP","752.8255467","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Botetourt","023","Nitrogen Oxides","CAP","747.419844","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","727.7553895","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockbridge","163","Nitrogen Oxides","CAP","726.3349984","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","York","199","Nitrogen Oxides","CAP","719.6338928","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin","067","Nitrogen Oxides","CAP","716.748901","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","705.5184651","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Washington","191","Nitrogen Oxides","CAP","693.75246","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Goochland","075","Nitrogen Oxides","CAP","684.325531","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Fairfax","059","Nitrogen Oxides","CAP","679.61569665","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henry","089","Nitrogen Oxides","CAP","676.14080572","TON"
"Mobile - Locomotives","VA","51","Bedford","019","Nitrogen Oxides","CAP","668.231","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Culpeper","047","Nitrogen Oxides","CAP","664.9262663","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Louisa","109","Nitrogen Oxides","CAP","662.79569829","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Carroll","035","Nitrogen Oxides","CAP","646.2441014","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","638.4784048","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Wise","195","Nitrogen Oxides","CAP","635.37378068519","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","633.18648760330000002596304","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Newport News city","700","Nitrogen Oxides","CAP","622.74042","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Louisa","109","Nitrogen Oxides","CAP","620.0759","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","611.9822","TON"
"Industrial Processes - Chemical Manuf","VA","51","Montgomery","121","Nitrogen Oxides","CAP","610.08824","TON"
"Mobile - Commercial Marine Vessels","VA","51","Newport News city","700","Nitrogen Oxides","CAP","599.7711452227","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","588.55054266","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Gloucester","073","Nitrogen Oxides","CAP","587.20654681","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pulaski","155","Nitrogen Oxides","CAP","584.4262927","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Warren","187","Nitrogen Oxides","CAP","584.2763879","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Hampton city","650","Nitrogen Oxides","CAP","581.90548","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","New Kent","127","Nitrogen Oxides","CAP","572.9133515","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Goochland","075","Nitrogen Oxides","CAP","571.5727099","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince George","149","Nitrogen Oxides","CAP","571.4629653","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Halifax","083","Nitrogen Oxides","CAP","566.6890071","TON"
"Mobile - Commercial Marine Vessels","VA","51","Hampton city","650","Nitrogen Oxides","CAP","563.7932143819","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","James city","095","Nitrogen Oxides","CAP","557.2397928","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Pulaski","155","Nitrogen Oxides","CAP","556.955244","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","555.919121","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","551.2681802","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Fairfax","059","Nitrogen Oxides","CAP","540.706","TON"
"Mobile - Aircraft","VA","51","Newport News city","700","Nitrogen Oxides","CAP","540.182112562","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Accomack","001","Nitrogen Oxides","CAP","528.48069","TON"
"Mobile - Locomotives","VA","51","Botetourt","023","Nitrogen Oxides","CAP","528.068","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Hanover","085","Nitrogen Oxides","CAP","521.339","TON"
"Industrial Processes - NEC","VA","51","Buchanan","027","Nitrogen Oxides","CAP","520.515","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Fauquier","061","Nitrogen Oxides","CAP","514.9764873350000000245515","TON"
"Industrial Processes - Pulp & Paper","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","509.373537","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Smyth","173","Nitrogen Oxides","CAP","501.7785743","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","James city","095","Nitrogen Oxides","CAP","501.38755","TON"
"Mobile - Locomotives","VA","51","Montgomery","121","Nitrogen Oxides","CAP","499.807","TON"
"Mobile - Commercial Marine Vessels","VA","51","Northampton","131","Nitrogen Oxides","CAP","497.156306576","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Accomack","001","Nitrogen Oxides","CAP","492.218503736240000008482964","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","486.9592474","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Smyth","173","Nitrogen Oxides","CAP","484.397484","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fairfax","059","Nitrogen Oxides","CAP","483.9523569379","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Sussex","183","Nitrogen Oxides","CAP","483.8263105","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","York","199","Nitrogen Oxides","CAP","483.45642","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","474.194","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","473.066","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Roanoke","161","Nitrogen Oxides","CAP","460.85167","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Prince George","149","Nitrogen Oxides","CAP","459.175408","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Greensville","081","Nitrogen Oxides","CAP","454.595788","TON"
"Mobile - Locomotives","VA","51","Giles","071","Nitrogen Oxides","CAP","454.141","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","450.575232","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Albemarle","003","Nitrogen Oxides","CAP","443.5179909210000000245515","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","442.3","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Frederick","069","Nitrogen Oxides","CAP","440.6712273980000000245515","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Newport News city","700","Nitrogen Oxides","CAP","436.711","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Wise","195","Nitrogen Oxides","CAP","436.4771768","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Amherst","009","Nitrogen Oxides","CAP","431.17543314","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Tazewell","185","Nitrogen Oxides","CAP","428.8929332","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Stafford","179","Nitrogen Oxides","CAP","427.7295179050000000245515","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Bland","021","Nitrogen Oxides","CAP","423.6449336","TON"
"Mobile - Locomotives","VA","51","Campbell","031","Nitrogen Oxides","CAP","422.20556","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","422.2","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Danville city","590","Nitrogen Oxides","CAP","420.3387908","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Powhatan","145","Nitrogen Oxides","CAP","419.3031407","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Accomack","001","Nitrogen Oxides","CAP","418.75145610920000003686324","TON"
"Industrial Processes - NEC","VA","51","James city","095","Nitrogen Oxides","CAP","418.237","TON"
"Industrial Processes - Pulp & Paper","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","411.6768","TON"
"Mobile - Commercial Marine Vessels","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","410.4631435","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","406.2561323050000000245515","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Brunswick","025","Nitrogen Oxides","CAP","397.6659706","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Orange","137","Nitrogen Oxides","CAP","397.6514218","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","391.5394379","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Sussex","183","Nitrogen Oxides","CAP","390.3614345","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","King George","099","Nitrogen Oxides","CAP","389.81","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Southampton","175","Nitrogen Oxides","CAP","389.21652745","TON"
"Mobile - Locomotives","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","385.5045","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","King George","099","Nitrogen Oxides","CAP","384.78887504","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","383.1667589035","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Brunswick","025","Nitrogen Oxides","CAP","383.063132","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Petersburg city","730","Nitrogen Oxides","CAP","380.5278264","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northampton","131","Nitrogen Oxides","CAP","380.228702652260000008411385","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Russell","167","Nitrogen Oxides","CAP","379.4274469","TON"
"Mobile - Aircraft","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","377.556810673","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Warren","187","Nitrogen Oxides","CAP","374.923994","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","374.878577","TON"
"Mobile - Commercial Marine Vessels","VA","51","Accomack","001","Nitrogen Oxides","CAP","368.09995536","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fredericksburg city","630","Nitrogen Oxides","CAP","358.0947556","TON"
"Mobile - Locomotives","VA","51","Pittsylvania","143","Nitrogen Oxides","CAP","344.88187","TON"
"Mobile - Locomotives","VA","51","Goochland","075","Nitrogen Oxides","CAP","342.372","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Nitrogen Oxides","CAP","337.31154","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Alleghany","005","Nitrogen Oxides","CAP","336.7474151","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Scott","169","Nitrogen Oxides","CAP","335.41629781","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Newport News city","700","Nitrogen Oxides","CAP","332.41231831300000046746825526","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Clarke","043","Nitrogen Oxides","CAP","327.48128126","TON"
"Mobile - Commercial Marine Vessels","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","326.2023298","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","325.813356","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Hanover","085","Nitrogen Oxides","CAP","325.48725178000000002596304","TON"
"Mobile - Commercial Marine Vessels","VA","51","Northumberland","133","Nitrogen Oxides","CAP","324.81190731","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Page","139","Nitrogen Oxides","CAP","320.6150902","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Greensville","081","Nitrogen Oxides","CAP","320.20280841","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","318.54251","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Alleghany","005","Nitrogen Oxides","CAP","311.91747817","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Buchanan","027","Nitrogen Oxides","CAP","309.26781499","TON"
"Fuel Comb - Electric Generation - Biomass","VA","51","Covington city","580","Nitrogen Oxides","CAP","308.946","TON"
"Industrial Processes - NEC","VA","51","Bedford","019","Nitrogen Oxides","CAP","307.4844","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","304.83099885510000000810987","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Augusta","015","Nitrogen Oxides","CAP","304.6834357130000000245515","TON"
"Mobile - Locomotives","VA","51","Henrico","087","Nitrogen Oxides","CAP","297.93399","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","297.82304648600000002596304","TON"
"Mobile - Locomotives","VA","51","Alleghany","005","Nitrogen Oxides","CAP","297.66823","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","James city","095","Nitrogen Oxides","CAP","297.44174323930000002596304","TON"
"Mobile - Locomotives","VA","51","Sussex","183","Nitrogen Oxides","CAP","295.8308","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","295.223","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Northampton","131","Nitrogen Oxides","CAP","295.2051542","TON"
"Fires - Wildfires","VA","51","Buchanan","027","Nitrogen Oxides","CAP","294.650629","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Rockingham","165","Nitrogen Oxides","CAP","293.1142285450000000245515","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Pittsylvania","143","Nitrogen Oxides","CAP","293.02111","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Prince William","153","Nitrogen Oxides","CAP","292.02139","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Nelson","125","Nitrogen Oxides","CAP","290.46012242","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince Edward","147","Nitrogen Oxides","CAP","288.40657226","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Campbell","031","Nitrogen Oxides","CAP","285.438597","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Newport News city","700","Nitrogen Oxides","CAP","283.137","TON"
