"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Industrial Processes - Pulp & Paper","VA","51","Isle of Wight","093","Sulfur Dioxide","CAP","259.15985","TON"
"Industrial Processes - NEC","VA","51","Frederick","069","Sulfur Dioxide","CAP","252.847989","TON"
"Waste Disposal","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","194.8302687","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Buchanan","027","Sulfur Dioxide","CAP","192.031355678713","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Sulfur Dioxide","CAP","188.096912","TON"
"Industrial Processes - Chemical Manuf","VA","51","Hopewell city","670","Sulfur Dioxide","CAP","180.5199","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Accomack","001","Sulfur Dioxide","CAP","177.159043","TON"
"Mobile - Commercial Marine Vessels","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","163.200162602953","TON"
"Fires - Wildfires","VA","51","Buchanan","027","Sulfur Dioxide","CAP","162.73056","TON"
"Waste Disposal","VA","51","Newport News city","700","Sulfur Dioxide","CAP","159.2810034543","TON"
"Mobile - Aircraft","VA","51","Loudoun","107","Sulfur Dioxide","CAP","159.0343477805","TON"
"Industrial Processes - NEC","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","156.9147466","TON"
"Waste Disposal","VA","51","James city","095","Sulfur Dioxide","CAP","153.9008312","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Wise","195","Sulfur Dioxide","CAP","150.4","TON"
"Mobile - Aircraft","VA","51","Arlington","013","Sulfur Dioxide","CAP","145.05306454","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Richmond city","760","Sulfur Dioxide","CAP","139.639","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Fairfax","059","Sulfur Dioxide","CAP","128.948","TON"
"Waste Disposal","VA","51","King George","099","Sulfur Dioxide","CAP","126.3779664","TON"
"Fuel Comb - Residential - Oil","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","118.58489","TON"
"Fuel Comb - Residential - Oil","VA","51","Prince William","153","Sulfur Dioxide","CAP","116.12298","TON"
"Industrial Processes - NEC","VA","51","Bedford","019","Sulfur Dioxide","CAP","110.9691","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Fairfax","059","Sulfur Dioxide","CAP","104.68","TON"
"Fires - Prescribed Fires","VA","51","Wise","195","Sulfur Dioxide","CAP","100.81711","TON"
"Mobile - Commercial Marine Vessels","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","98.69405329695","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","97.973","TON"
"Mobile - Commercial Marine Vessels","VA","51","Northampton","131","Sulfur Dioxide","CAP","95.4764603399126","TON"
"Fuel Comb - Residential - Oil","VA","51","Loudoun","107","Sulfur Dioxide","CAP","93.68399","TON"
"Fuel Comb - Residential - Oil","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","86.65164","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax","059","Sulfur Dioxide","CAP","84.01049794","TON"
"Fuel Comb - Residential - Oil","VA","51","Henrico","087","Sulfur Dioxide","CAP","83.49478","TON"
"Waste Disposal","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","81.8772438","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Loudoun","107","Sulfur Dioxide","CAP","81.534120555","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Portsmouth city","740","Sulfur Dioxide","CAP","81.504","TON"
"Industrial Processes - Chemical Manuf","VA","51","Hampton city","650","Sulfur Dioxide","CAP","80.865415","TON"
"Fires - Wildfires","VA","51","Lee","105","Sulfur Dioxide","CAP","80.834105","TON"
"Fires - Wildfires","VA","51","Russell","167","Sulfur Dioxide","CAP","77.756212","TON"
"Fires - Prescribed Fires","VA","51","Caroline","033","Sulfur Dioxide","CAP","77.653307","TON"
"Waste Disposal","VA","51","Fairfax","059","Sulfur Dioxide","CAP","77.0288792","TON"
"Mobile - Commercial Marine Vessels","VA","51","Hampton city","650","Sulfur Dioxide","CAP","75.8467144749736","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Fairfax","059","Sulfur Dioxide","CAP","74.560031185","TON"
"Industrial Processes - Ferrous Metals","VA","51","Roanoke city","770","Sulfur Dioxide","CAP","70.6477128","TON"
"Mobile - Commercial Marine Vessels","VA","51","Portsmouth city","740","Sulfur Dioxide","CAP","69.63159446728","TON"
"Industrial Processes - NEC","VA","51","Botetourt","023","Sulfur Dioxide","CAP","65.6521","TON"
"Mobile - Aircraft","VA","51","Newport News city","700","Sulfur Dioxide","CAP","65.41959767","TON"
"Fuel Comb - Residential - Oil","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","64.68993","TON"
"Waste Disposal","VA","51","Loudoun","107","Sulfur Dioxide","CAP","63.8534435","TON"
"Industrial Processes - NEC","VA","51","Smyth","173","Sulfur Dioxide","CAP","63.83","TON"
"Mobile - Commercial Marine Vessels","VA","51","Northumberland","133","Sulfur Dioxide","CAP","62.680517206659","TON"
"Fuel Comb - Residential - Oil","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","61.86597","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Dickenson","051","Sulfur Dioxide","CAP","60.666089149197","TON"
"Waste Disposal","VA","51","Prince William","153","Sulfur Dioxide","CAP","57.9771038","TON"
"Fuel Comb - Residential - Oil","VA","51","Arlington","013","Sulfur Dioxide","CAP","57.71639","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","57.2720308321","TON"
"Fuel Comb - Residential - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","56.05476","TON"
"Industrial Processes - Chemical Manuf","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","50.5815","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Newport News city","700","Sulfur Dioxide","CAP","49.62625","TON"
"Industrial Processes - NEC","VA","51","King William","101","Sulfur Dioxide","CAP","49.44591426","TON"
"Fires - Prescribed Fires","VA","51","Page","139","Sulfur Dioxide","CAP","49.33145","TON"
"Fuel Comb - Residential - Oil","VA","51","Newport News city","700","Sulfur Dioxide","CAP","48.14101","TON"
"Waste Disposal","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","48.0679416","TON"
"Fires - Prescribed Fires","VA","51","Rockingham","165","Sulfur Dioxide","CAP","44.851771","TON"
"Mobile - Aircraft","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","44.272719873","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Waynesboro city","820","Sulfur Dioxide","CAP","43.0888","TON"
"Waste Disposal","VA","51","Henrico","087","Sulfur Dioxide","CAP","42.2760725","TON"
"Industrial Processes - Ferrous Metals","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","41.0249","TON"
"Fires - Prescribed Fires","VA","51","Craig","045","Sulfur Dioxide","CAP","40.031304","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","King and Queen","097","Sulfur Dioxide","CAP","39.4802","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Hopewell city","670","Sulfur Dioxide","CAP","38.95096506","TON"
"Mobile - Commercial Marine Vessels","VA","51","Newport News city","700","Sulfur Dioxide","CAP","38.8401940701489","TON"
"Fuel Comb - Residential - Oil","VA","51","Alexandria city","510","Sulfur Dioxide","CAP","38.54236","TON"
"Fires - Wildfires","VA","51","Scott","169","Sulfur Dioxide","CAP","38.01358","TON"
"Fuel Comb - Residential - Oil","VA","51","Hampton city","650","Sulfur Dioxide","CAP","36.3745","TON"
"Fuel Comb - Residential - Oil","VA","51","Stafford","179","Sulfur Dioxide","CAP","36.29182","TON"
"Fires - Prescribed Fires","VA","51","Buchanan","027","Sulfur Dioxide","CAP","35.45011","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Sulfur Dioxide","CAP","35.102888","TON"
"Fuel Comb - Electric Generation - Biomass","VA","51","Covington city","580","Sulfur Dioxide","CAP","34.5248","TON"
"Fires - Wildfires","VA","51","Smyth","173","Sulfur Dioxide","CAP","33.93248","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","33.87148","TON"
"Fuel Comb - Residential - Oil","VA","51","Spotsylvania","177","Sulfur Dioxide","CAP","33.16937","TON"
"Mobile - Aircraft","VA","51","Henrico","087","Sulfur Dioxide","CAP","33.159944107","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Surry","181","Sulfur Dioxide","CAP","32.5","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince William","153","Sulfur Dioxide","CAP","29.93158773","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Sulfur Dioxide","CAP","29.900329","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Henrico","087","Sulfur Dioxide","CAP","28.69355","TON"
"Industrial Processes - NEC","VA","51","Charlottesville city","540","Sulfur Dioxide","CAP","28.6720805","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","28.54783264","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henrico","087","Sulfur Dioxide","CAP","28.52433323","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","Sulfur Dioxide","CAP","27.9800506221653","TON"
"Waste Disposal","VA","51","Stafford","179","Sulfur Dioxide","CAP","27.8602442","TON"
"Fires - Prescribed Fires","VA","51","Bath","017","Sulfur Dioxide","CAP","27.824959","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Greensville","081","Sulfur Dioxide","CAP","27.7","TON"
"Industrial Processes - Mining","VA","51","Dickenson","051","Sulfur Dioxide","CAP","27.2853","TON"
"Fuel Comb - Residential - Oil","VA","51","Albemarle","003","Sulfur Dioxide","CAP","27.227933","TON"
"Fires - Wildfires","VA","51","Caroline","033","Sulfur Dioxide","CAP","27.093948","TON"
"Fuel Comb - Residential - Oil","VA","51","Hanover","085","Sulfur Dioxide","CAP","26.967171","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","26.20793038","TON"
"Fuel Comb - Residential - Oil","VA","51","Roanoke city","770","Sulfur Dioxide","CAP","26.076149","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","25.869","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Arlington","013","Sulfur Dioxide","CAP","25.81765","TON"
"Fuel Comb - Residential - Oil","VA","51","Montgomery","121","Sulfur Dioxide","CAP","25.57333","TON"
"Fuel Comb - Residential - Oil","VA","51","Portsmouth city","740","Sulfur Dioxide","CAP","25.414992","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","25.250103266","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","25.2342083","TON"
"Fires - Prescribed Fires","VA","51","Lunenburg","111","Sulfur Dioxide","CAP","25.159657","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","25.0776827","TON"
"Waste Disposal","VA","51","Hanover","085","Sulfur Dioxide","CAP","24.6414965","TON"
"Fuel Comb - Residential - Oil","VA","51","Roanoke","161","Sulfur Dioxide","CAP","24.566242","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Montgomery","121","Sulfur Dioxide","CAP","24.286297","TON"
"Fuel Comb - Residential - Oil","VA","51","Suffolk city","800","Sulfur Dioxide","CAP","23.520501","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Campbell","031","Sulfur Dioxide","CAP","23.31348","TON"
"Mobile - Commercial Marine Vessels","VA","51","Accomack","001","Sulfur Dioxide","CAP","23.26759444628","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Frederick","069","Sulfur Dioxide","CAP","22.7788345","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","22.580882","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Loudoun","107","Sulfur Dioxide","CAP","22.5514","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Sulfur Dioxide","CAP","22.18235994","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Henrico","087","Sulfur Dioxide","CAP","21.878875","TON"
"Fires - Prescribed Fires","VA","51","Prince Edward","147","Sulfur Dioxide","CAP","21.797939","TON"
"Fuel Comb - Residential - Oil","VA","51","Frederick","069","Sulfur Dioxide","CAP","21.544261","TON"
"Industrial Processes - NEC","VA","51","Salem city","775","Sulfur Dioxide","CAP","21.4631","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Henrico","087","Sulfur Dioxide","CAP","21.4158675","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Richmond city","760","Sulfur Dioxide","CAP","20.76615","TON"
"Fuel Comb - Residential - Oil","VA","51","Rockingham","165","Sulfur Dioxide","CAP","20.728793","TON"
"Fuel Comb - Residential - Oil","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","20.445498","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","20.35833436","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","20.3350699","TON"
"Waste Disposal","VA","51","Frederick","069","Sulfur Dioxide","CAP","20.2750993","TON"
"Fuel Comb - Residential - Oil","VA","51","Bedford","019","Sulfur Dioxide","CAP","20.271966","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Arlington","013","Sulfur Dioxide","CAP","19.685995","TON"
"Fuel Comb - Residential - Oil","VA","51","Augusta","015","Sulfur Dioxide","CAP","19.596957","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","19.431321","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Danville city","590","Sulfur Dioxide","CAP","19.3016265","TON"
"Fuel Comb - Residential - Oil","VA","51","James city","095","Sulfur Dioxide","CAP","18.677515","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Virginia Beach city","810","Sulfur Dioxide","CAP","18.43229","TON"
"Waste Disposal","VA","51","Spotsylvania","177","Sulfur Dioxide","CAP","18.3531062","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","18.3347","TON"
"Fires - Prescribed Fires","VA","51","Mecklenburg","117","Sulfur Dioxide","CAP","18.294079","TON"
"Industrial Processes - NEC","VA","51","Covington city","580","Sulfur Dioxide","CAP","18.22012","TON"
"Waste Disposal","VA","51","Suffolk city","800","Sulfur Dioxide","CAP","17.9421287","TON"
"Waste Disposal","VA","51","Rockingham","165","Sulfur Dioxide","CAP","17.8849355","TON"
"Fuel Comb - Residential - Oil","VA","51","Fauquier","061","Sulfur Dioxide","CAP","17.724999","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Caroline","033","Sulfur Dioxide","CAP","17.7","TON"
"Fuel Comb - Residential - Oil","VA","51","York","199","Sulfur Dioxide","CAP","17.694611","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","King George","099","Sulfur Dioxide","CAP","17.64777515","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Loudoun","107","Sulfur Dioxide","CAP","17.195505","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Sulfur Dioxide","CAP","17.1697322","TON"
"Waste Disposal","VA","51","Albemarle","003","Sulfur Dioxide","CAP","17.0126494","TON"
"Waste Disposal","VA","51","Bedford","019","Sulfur Dioxide","CAP","16.954159","TON"
"Fires - Prescribed Fires","VA","51","Dinwiddie","053","Sulfur Dioxide","CAP","16.772634","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","16.74235","TON"
"Fuel Comb - Residential - Oil","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","16.683495","TON"
"Industrial Processes - Ferrous Metals","VA","51","Dinwiddie","053","Sulfur Dioxide","CAP","16.5084","TON"
"Fires - Prescribed Fires","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","16.32699","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Rockingham","165","Sulfur Dioxide","CAP","16.296724","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Richmond city","760","Sulfur Dioxide","CAP","15.84138","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Prince William","153","Sulfur Dioxide","CAP","15.83785","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","15.68685","TON"
"Fires - Wildfires","VA","51","Augusta","015","Sulfur Dioxide","CAP","15.486967","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Sulfur Dioxide","CAP","15.26148094","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Alexandria city","510","Sulfur Dioxide","CAP","15.23725","TON"
"Fuel Comb - Residential - Oil","VA","51","Franklin","067","Sulfur Dioxide","CAP","14.910758","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","14.8873","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Sulfur Dioxide","CAP","14.80988616","TON"
"Fuel Comb - Residential - Oil","VA","51","Campbell","031","Sulfur Dioxide","CAP","14.763477","TON"
"Waste Disposal","VA","51","Arlington","013","Sulfur Dioxide","CAP","14.72","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Sulfur Dioxide","CAP","14.68685288","TON"
"Fuel Comb - Residential - Oil","VA","51","Washington","191","Sulfur Dioxide","CAP","14.425093","TON"
"Fires - Prescribed Fires","VA","51","Wythe","197","Sulfur Dioxide","CAP","14.414844","TON"
"Waste Disposal","VA","51","Richmond city","760","Sulfur Dioxide","CAP","14.2962","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","14.23045","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Sulfur Dioxide","CAP","14.136522","TON"
"Waste Disposal","VA","51","Pittsylvania","143","Sulfur Dioxide","CAP","14.091761","TON"
"Fuel Comb - Residential - Oil","VA","51","Henry","089","Sulfur Dioxide","CAP","13.986662","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","13.980235","TON"
"Fuel Comb - Residential - Oil","VA","51","Harrisonburg city","660","Sulfur Dioxide","CAP","13.81313","TON"
"Fires - Prescribed Fires","VA","51","Lee","105","Sulfur Dioxide","CAP","13.722747","TON"
"Fuel Comb - Electric Generation - Biomass","VA","51","Hopewell city","670","Sulfur Dioxide","CAP","13.5","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Prince William","153","Sulfur Dioxide","CAP","13.38684685","TON"
"Waste Disposal","VA","51","King and Queen","097","Sulfur Dioxide","CAP","13.3153799","TON"
"Industrial Processes - Pulp & Paper","VA","51","Hopewell city","670","Sulfur Dioxide","CAP","13.200119","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Sulfur Dioxide","CAP","13.120951355","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Sulfur Dioxide","CAP","13.06632968","TON"
"Industrial Processes - Pulp & Paper","VA","51","Halifax","083","Sulfur Dioxide","CAP","13.0344","TON"
"Fuel Comb - Residential - Oil","VA","51","Culpeper","047","Sulfur Dioxide","CAP","12.748684","TON"
"Waste Disposal","VA","51","Roanoke","161","Sulfur Dioxide","CAP","12.6994928","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Chesterfield","041","Sulfur Dioxide","CAP","12.6873475","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Sulfur Dioxide","CAP","12.61559927","TON"
"Fuel Comb - Residential - Oil","VA","51","Charlottesville city","540","Sulfur Dioxide","CAP","12.54528","TON"
"Waste Disposal","VA","51","Montgomery","121","Sulfur Dioxide","CAP","12.3717027","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Sulfur Dioxide","CAP","12.27758882","TON"
"Waste Disposal","VA","51","Augusta","015","Sulfur Dioxide","CAP","12.1915071","TON"
"Waste Disposal","VA","51","Lynchburg city","680","Sulfur Dioxide","CAP","12.04993173","TON"
"Fires - Prescribed Fires","VA","51","Scott","169","Sulfur Dioxide","CAP","12.001318","TON"
"Waste Disposal","VA","51","Fauquier","061","Sulfur Dioxide","CAP","11.9236601","TON"
"Fires - Prescribed Fires","VA","51","Buckingham","029","Sulfur Dioxide","CAP","11.738814","TON"
"Fuel Comb - Residential - Oil","VA","51","Tazewell","185","Sulfur Dioxide","CAP","11.723716","TON"
"Fires - Prescribed Fires","VA","51","Botetourt","023","Sulfur Dioxide","CAP","11.695392","TON"
"Industrial Processes - NEC","VA","51","Prince William","153","Sulfur Dioxide","CAP","11.673142087","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Alexandria city","510","Sulfur Dioxide","CAP","11.61845","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Sulfur Dioxide","CAP","11.605666","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Louisa","109","Sulfur Dioxide","CAP","11.54","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Goochland","075","Sulfur Dioxide","CAP","11.4083661","TON"
"Fuel Comb - Residential - Oil","VA","51","Danville city","590","Sulfur Dioxide","CAP","11.282909","TON"
"Fuel Comb - Residential - Oil","VA","51","Shenandoah","171","Sulfur Dioxide","CAP","11.267406","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Rockingham","165","Sulfur Dioxide","CAP","11.1986","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Roanoke city","770","Sulfur Dioxide","CAP","11.14235","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Norfolk city","710","Sulfur Dioxide","CAP","10.97785","TON"
"Industrial Processes - NEC","VA","51","Amherst","009","Sulfur Dioxide","CAP","10.9558","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Chesapeake city","550","Sulfur Dioxide","CAP","10.850735","TON"
"Fires - Prescribed Fires","VA","51","Brunswick","025","Sulfur Dioxide","CAP","10.769134","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Sulfur Dioxide","CAP","10.689094541","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Newport News city","700","Sulfur Dioxide","CAP","10.6074","TON"
"Fuel Comb - Residential - Oil","VA","51","Wise","195","Sulfur Dioxide","CAP","10.553536","TON"
"Waste Disposal","VA","51","Franklin","067","Sulfur Dioxide","CAP","10.492046","TON"
"Fuel Comb - Residential - Oil","VA","51","Manassas city","683","Sulfur Dioxide","CAP","10.205178","TON"
"Fuel Comb - Residential - Oil","VA","51","Warren","187","Sulfur Dioxide","CAP","10.190481","TON"
"Fires - Prescribed Fires","VA","51","Sussex","183","Sulfur Dioxide","CAP","10.108229","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Fairfax","059","Sulfur Dioxide","CAP","10.07205","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Campbell","031","Sulfur Dioxide","CAP","10","TON"
"Fires - Prescribed Fires","VA","51","Louisa","109","Sulfur Dioxide","CAP","9.996315","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Sulfur Dioxide","CAP","9.968910381","TON"
