"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Dust - Unpaved Road Dust","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","26.3159","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","26.284","TON"
"Mobile - Aircraft","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP","26.26741851","TON"
"Dust - Construction Dust","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","26.20208","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","26.077","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","26.06531","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","25.9995207731","TON"
"Fuel Comb - Residential - Wood","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP","25.9632957","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","25.9591273588","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP","25.868226","TON"
"Dust - Unpaved Road Dust","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","25.6454","TON"
"Fires - Prescribed Fires","VA","51","Fairfax","059","PM2.5 Primary (Filt + Cond)","CAP","25.61738","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","25.5993528","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP","25.5291","TON"
"Commercial Cooking","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","25.476169269","TON"
"Commercial Cooking","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","25.456858628","TON"
"Industrial Processes - NEC","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","25.4120935","TON"
"Fires - Prescribed Fires","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","25.30486","TON"
"Mobile - Locomotives","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP","25.2841101","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","25.2645261","TON"
"Mobile - Locomotives","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","25.261299","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","25.2347489112428","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","25.2218","TON"
"Dust - Construction Dust","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","25.215339","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","25.1603","TON"
"Dust - Paved Road Dust","VA","51","Middlesex","119","PM2.5 Primary (Filt + Cond)","CAP","25.0759","TON"
"Waste Disposal","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","24.94881","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","24.9335","TON"
"Dust - Paved Road Dust","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP","24.9119","TON"
"Dust - Construction Dust","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","24.79577","TON"
"Dust - Paved Road Dust","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","24.6391","TON"
"Waste Disposal","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","24.611023","TON"
"Commercial Cooking","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","24.572609151","TON"
"Industrial Processes - Mining","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","24.4583","TON"
"Fuel Comb - Electric Generation - Coal","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","24.458","TON"
"Fuel Comb - Residential - Wood","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","24.4250684","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","24.3640749","TON"
"Commercial Cooking","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","24.360772089","TON"
"Waste Disposal","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","24.337113","TON"
"Fuel Comb - Residential - Wood","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","24.2987557","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","24.1443274","TON"
"Dust - Construction Dust","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","24.07064","TON"
"Industrial Processes - NEC","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","24.035027","TON"
"Commercial Cooking","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","24.014113998","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Radford city","750","PM2.5 Primary (Filt + Cond)","CAP","23.9515","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","23.73335589046","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","23.66082","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","23.5622","TON"
"Fuel Comb - Residential - Wood","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP","23.5609928","TON"
"Commercial Cooking","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","23.430241069","TON"
"Waste Disposal","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","23.424744","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP","23.2554","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","23.2078","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","23.0195771","TON"
"Industrial Processes - Storage and Transfer","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","22.9916","TON"
"Dust - Paved Road Dust","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP","22.9208","TON"
"Dust - Paved Road Dust","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","22.9164","TON"
"Dust - Unpaved Road Dust","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","22.7959","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","22.7168504","TON"
"Waste Disposal","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP","22.703621","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","22.6514","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","22.5903725","TON"
"Fuel Comb - Residential - Wood","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","22.56328559","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","22.506770611","TON"
"Dust - Construction Dust","VA","51","Falls Church city","610","PM2.5 Primary (Filt + Cond)","CAP","22.4893472","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","22.48084174","TON"
"Dust - Paved Road Dust","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP","22.4583","TON"
"Dust - Unpaved Road Dust","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","22.4302","TON"
"Industrial Processes - NEC","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","22.4286636367","TON"
"Fuel Comb - Residential - Wood","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","22.37373","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","22.26366546777","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP","22.2249432727","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","22.1968524","TON"
"Dust - Construction Dust","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","22.180593","TON"
"Fires - Prescribed Fires","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","22.09673","TON"
"Industrial Processes - Pulp & Paper","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","22.081352","TON"
"Fuel Comb - Residential - Wood","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP","21.9496952","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP","21.9285","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","21.919978","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","21.913937","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","21.90005306096","TON"
"Waste Disposal","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP","21.84643","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP","21.8411","TON"
"Dust - Unpaved Road Dust","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP","21.8207","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","21.7993272","TON"
"Dust - Paved Road Dust","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","21.761","TON"
"Fuel Comb - Residential - Wood","VA","51","Radford city","750","PM2.5 Primary (Filt + Cond)","CAP","21.6715772","TON"
"Commercial Cooking","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","21.662042123","TON"
"Dust - Paved Road Dust","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","21.5181","TON"
"Dust - Unpaved Road Dust","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","21.4702","TON"
"Dust - Paved Road Dust","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","21.4675","TON"
"Fires - Prescribed Fires","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","21.37919","TON"
"Waste Disposal","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","21.243786","TON"
"Dust - Construction Dust","VA","51","Salem city","775","PM2.5 Primary (Filt + Cond)","CAP","21.228725","TON"
"Dust - Paved Road Dust","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","21.2085","TON"
"Waste Disposal","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","21.208498","TON"
"Dust - Paved Road Dust","VA","51","Fredericksburg city","630","PM2.5 Primary (Filt + Cond)","CAP","21.1969","TON"
"Dust - Unpaved Road Dust","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","21.0893","TON"
"Waste Disposal","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","21.077792","TON"
"Waste Disposal","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","21.053558","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","21.0291","TON"
"Dust - Construction Dust","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","21.014388","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","20.8404631","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","20.7790593","TON"
"Dust - Paved Road Dust","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","20.7775","TON"
"Dust - Unpaved Road Dust","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","20.7693","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP","20.7361215","TON"
"Mobile - Locomotives","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","20.6297045","TON"
"Dust - Construction Dust","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP","20.61554","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","20.57178216697","TON"
"Fires - Prescribed Fires","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","20.4704","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","20.4649244","TON"
"Mobile - Locomotives","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","20.35642927","TON"
"Mobile - Locomotives","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","20.1810617","TON"
"Commercial Cooking","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","20.009817044","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","19.8783","TON"
"Fuel Comb - Residential - Wood","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP","19.84891236","TON"
"Fires - Wildfires","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","19.799117","TON"
"Fires - Wildfires","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","19.604254","TON"
"Commercial Cooking","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","19.539841378","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","19.51603717839","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","19.3343943663","TON"
"Commercial Cooking","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","19.325264224","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","19.3134","TON"
"Agriculture - Crops & Livestock Dust","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","19.3117","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","19.2762213966","TON"
"Industrial Processes - Mining","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","19.2562835","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","19.239","TON"
"Industrial Processes - Mining","VA","51","Lee","105","PM2.5 Primary (Filt + Cond)","CAP","19.1508","TON"
"Dust - Paved Road Dust","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","18.9945","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","18.8984932","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","18.8584499","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","18.810918","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","18.7714653","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","18.76392252","TON"
"Fires - Prescribed Fires","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","18.7378","TON"
"Dust - Paved Road Dust","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","18.7219","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","18.7181","TON"
"Commercial Cooking","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","18.653861842","TON"
"Fires - Prescribed Fires","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","18.56797","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","18.557355","TON"
"Mobile - Commercial Marine Vessels","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","18.541752535","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","18.533","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","18.513305","TON"
"Fires - Prescribed Fires","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","18.49552","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","18.436062038623","TON"
"Waste Disposal","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP","18.409093","TON"
"Dust - Paved Road Dust","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","18.3654","TON"
"Fuel Comb - Residential - Wood","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","18.23671257","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","18.2313098","TON"
"Fires - Prescribed Fires","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP","18.18263","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","18.1778","TON"
"Dust - Paved Road Dust","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","18.1486","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","18.1122","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","18.0712","TON"
"Industrial Processes - Mining","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","18.0469","TON"
"Fuel Comb - Residential - Oil","VA","51","Fairfax","059","PM2.5 Primary (Filt + Cond)","CAP","18.041164","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","17.9691","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","17.8663","TON"
"Waste Disposal","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","17.853172","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","17.8223","TON"
"Fires - Prescribed Fires","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","17.79127","TON"
"Fires - Prescribed Fires","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","17.77924","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP","17.7099254","TON"
"Commercial Cooking","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","17.538294654","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP","17.533","TON"
"Fuel Comb - Residential - Wood","VA","51","Falls Church city","610","PM2.5 Primary (Filt + Cond)","CAP","17.4923239","TON"
"Waste Disposal","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","17.476986","TON"
"Fires - Wildfires","VA","51","Grayson","077","PM2.5 Primary (Filt + Cond)","CAP","17.428229","TON"
"Commercial Cooking","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","17.410600398","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","17.383726","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","17.3732176463","TON"
"Fires - Wildfires","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","17.2534","TON"
"Fuel Comb - Residential - Wood","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","17.2285683","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","17.218652","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","17.1643","TON"
"Fuel Comb - Residential - Wood","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","17.07650745","TON"
"Mobile - Commercial Marine Vessels","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","17.074164","TON"
"Industrial Processes - Storage and Transfer","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP","17.0581905","TON"
"Fuel Comb - Electric Generation - Other","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","16.93234","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","16.9238","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","16.89971207087","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","16.892509","TON"
"Fires - Wildfires","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","16.883674","TON"
"Dust - Paved Road Dust","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","16.8577","TON"
"Industrial Processes - Cement Manuf","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","16.84205","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","16.7780806","TON"
"Fuel Comb - Residential - Wood","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP","16.741286","TON"
"Commercial Cooking","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","16.677295952","TON"
"Fires - Wildfires","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","16.657533","TON"
"Commercial Cooking","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","16.628434325","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","16.568478","TON"
"Mobile - Locomotives","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","16.496116369","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","16.4866483517","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","16.4648952","TON"
"Dust - Paved Road Dust","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","16.4486","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP","16.421","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","16.3932429","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","16.305194","TON"
"Fires - Wildfires","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","16.299891","TON"
"Dust - Paved Road Dust","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP","16.2378","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","16.1657","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","16.1598118","TON"
"Fuel Comb - Residential - Wood","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","16.1311267","TON"
"Dust - Paved Road Dust","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP","16.1298","TON"
"Fuel Comb - Residential - Wood","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","16.116607","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","16.0962","TON"
"Dust - Unpaved Road Dust","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP","16.0455","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","15.951882371425","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","15.9292279175","TON"
"Commercial Cooking","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","15.92220078","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","15.851058","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","15.848807028","TON"
"Dust - Paved Road Dust","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP","15.7572","TON"
"Mobile - Locomotives","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","15.724441","TON"
"Waste Disposal","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","15.704401","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","15.696625","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","15.6125","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","15.6125","TON"
"Dust - Paved Road Dust","VA","51","Salem city","775","PM2.5 Primary (Filt + Cond)","CAP","15.5745","TON"
"Mobile - Commercial Marine Vessels","VA","51","Poquoson city","735","PM2.5 Primary (Filt + Cond)","CAP","15.5418","TON"
"Waste Disposal","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP","15.47531","TON"
